set_number,sentID_in_set,theme,numerosity,tense,sentence,word_count,structure,sentID_in_dataset,sentence_id,audio_filename,before_semantic_switch_sentence
45,5,shopping,plural,past,The clerks in the stores gave excellent bargains.,9,control_a,1061,ctr_01060,ctr_01060.wav,The cashiers in the stores gave great deals.
45,6,shopping,plural,past,The cashiers in the stores eagerly offered excellent deals.,10,control_b,1062,ctr_01061,ctr_01061.wav,The cashiers in the stores enthusiastically gave great deals.
45,7,shopping,plural,past,The trustworthy cashiers in the stores gave excellent bargains.,10,control_c,1063,ctr_01062,ctr_01062.wav,The trustworthy cashiers in the stores gave great deals.
45,8,shopping,plural,past,The reliable cashiers in the stores eagerly gave excellent bargains.,11,control_d,1064,ctr_01063,ctr_01063.wav,The trustworthy cashiers in the stores enthusiastically gave great deals.
45,9,shopping,plural,past,The cashiers who tag items meticulously offered great bargains.,10,standard_subject_a,1065,ctr_01064,ctr_01064.wav,The cashiers who price items carefully gave great deals.
45,10,shopping,plural,past,The cashiers who tag items carefully eagerly gave excellent bargains.,11,standard_subject_b,1066,ctr_01065,ctr_01065.wav,The cashiers who price items carefully enthusiastically gave great deals.
45,11,shopping,plural,past,The reliable cashiers who cost products meticulously gave great bargains.,11,standard_subject_c,1067,ctr_01066,ctr_01066.wav,The trustworthy cashiers who price items carefully gave great deals.
45,12,shopping,plural,past,The trustworthy cashiers who price items meticulously enthusiastically gave great deals.,12,standard_subject_d,1068,ctr_01067,ctr_01067.wav,The trustworthy cashiers who price items carefully enthusiastically gave great deals.
45,13,shopping,plural,past,The cashiers who the managers supervise offered excellent deals.,10,standard_object_a,1069,ctr_01068,ctr_01068.wav,The cashiers who the managers supervise gave great deals.
45,14,shopping,plural,past,The cashiers who the managers oversee eagerly gave great bargains.,11,standard_object_b,1070,ctr_01069,ctr_01069.wav,The cashiers who the managers supervise enthusiastically gave great deals.
45,15,shopping,plural,past,The trustworthy cashiers who the managers supervise gave excellent bargains.,11,standard_object_c,1071,ctr_01070,ctr_01070.wav,The trustworthy cashiers who the managers supervise gave great deals.
45,16,shopping,plural,past,The trustworthy cashiers who the managers oversee enthusiastically gave excellent bargains.,12,standard_object_d,1072,ctr_01071,ctr_01071.wav,The trustworthy cashiers who the managers supervise enthusiastically gave great deals.
45,17,shopping,plural,past,The cashiers who encountered customers who purchased fruit gave excellent deals.,11,nested_subject_a,1073,ctr_01072,ctr_01072.wav,The cashiers who met customers who bought fruit gave great deals.
45,18,shopping,plural,past,The clerks who encountered clients who bought fruit enthusiastically offered great bargains.,12,nested_subject_b,1074,ctr_01073,ctr_01073.wav,The cashiers who met customers who bought fruit enthusiastically gave great deals.
45,19,shopping,plural,past,The trustworthy cashiers who met customers who bought fruit gave excellent offers.,12,nested_subject_c,1075,ctr_01074,ctr_01074.wav,The trustworthy cashiers who met customers who bought fruit gave great deals.
45,20,shopping,plural,past,The trustworthy cashiers who met customers who purchased fruit eagerly gave great bargains.,13,nested_subject_d,1076,ctr_01075,ctr_01075.wav,The trustworthy cashiers who met customers who bought fruit enthusiastically gave great deals.
46,1,shopping,singular,past,The shopkeeper sold an old watch.,6,baseline_a,1081,ctr_01080,ctr_01080.wav,The shopkeeper sold an old watch.
46,2,shopping,singular,past,The merchant quickly sold an old watch.,7,baseline_b,1082,ctr_01081,ctr_01081.wav,The shopkeeper quickly sold an old watch.
46,3,shopping,singular,past,The busy shopkeeper sold an old watch.,7,baseline_c,1083,ctr_01082,ctr_01082.wav,The busy shopkeeper sold an old watch.
46,4,shopping,singular,past,The busy merchant rapidly sold an antique watch.,8,baseline_d,1084,ctr_01083,ctr_01083.wav,The busy shopkeeper quickly sold an old watch.
46,5,shopping,singular,past,The merchant in the corner sold an old watch.,9,control_a,1085,ctr_01084,ctr_01084.wav,The shopkeeper in the corner sold an old watch.
46,6,shopping,singular,past,The merchant in the corner quickly traded an antique watch.,10,control_b,1086,ctr_01085,ctr_01085.wav,The shopkeeper in the corner quickly sold an old watch.
46,7,shopping,singular,past,The busy shopkeeper in the corner traded an old watch.,10,control_c,1087,ctr_01086,ctr_01086.wav,The busy shopkeeper in the corner sold an old watch.
46,8,shopping,singular,past,The active merchant in the corner rapidly sold an antique watch.,11,control_d,1088,ctr_01087,ctr_01087.wav,The busy shopkeeper in the corner quickly sold an old watch.
46,9,shopping,singular,past,The shopkeeper who woke prematurely sold an antique watch.,9,standard_subject_a,1089,ctr_01088,ctr_01088.wav,The shopkeeper who woke early sold an old watch.
46,10,shopping,singular,past,The shopkeeper who woke early quickly traded an old watch.,10,standard_subject_b,1090,ctr_01089,ctr_01089.wav,The shopkeeper who woke early quickly sold an old watch.
46,11,shopping,singular,past,The busy merchant who woke early sold an old watch.,10,standard_subject_c,1091,ctr_01090,ctr_01090.wav,The busy shopkeeper who woke early sold an old watch.
46,12,shopping,singular,past,The active merchant who woke early quickly sold an old watch.,11,standard_subject_d,1092,ctr_01091,ctr_01091.wav,The busy shopkeeper who woke early quickly sold an old watch.
46,13,shopping,singular,past,The merchant who the child favored offered an ancient watch.,10,standard_object_a,1093,ctr_01092,ctr_01092.wav,The shopkeeper who the child liked sold an old watch.
46,14,shopping,singular,past,The merchant who the child favored quickly sold an antique watch.,11,standard_object_b,1094,ctr_01093,ctr_01093.wav,The shopkeeper who the child liked quickly sold an old watch.
46,15,shopping,singular,past,The busy merchant who the child liked offered an antique watch.,11,standard_object_c,1095,ctr_01094,ctr_01094.wav,The busy shopkeeper who the child liked sold an old watch.
46,16,shopping,singular,past,The busy merchant who the child liked rapidly traded an antique watch.,12,standard_object_d,1096,ctr_01095,ctr_01095.wav,The busy shopkeeper who the child liked quickly sold an old watch.
46,17,shopping,singular,past,The shopkeeper who found the bag that had been lost traded an old watch.,14,nested_subject_a,1097,ctr_01096,ctr_01096.wav,The shopkeeper who found the bag that had been lost sold an old watch.
46,18,shopping,singular,past,The merchant who discovered the bag that had been lost quickly traded an antique watch.,15,nested_subject_b,1098,ctr_01097,ctr_01097.wav,The shopkeeper who found the bag that had been lost quickly sold an old watch.
46,19,shopping,singular,past,The active shopkeeper who discovered the bag that had been lost sold an old watch.,15,nested_subject_c,1099,ctr_01098,ctr_01098.wav,The busy shopkeeper who found the bag that had been lost sold an old watch.
46,20,shopping,singular,past,The busy merchant who discovered the bag that had been lost rapidly sold an antique watch.,16,nested_subject_d,1100,ctr_01099,ctr_01099.wav,The busy shopkeeper who found the bag that had been lost quickly sold an old watch.
47,1,shopping,singular,present,The woman checks the price.,5,baseline_a,1105,ctr_01104,ctr_01104.wav,The woman checks the price.
47,2,shopping,singular,present,The woman quickly verifies the cost.,6,baseline_b,1106,ctr_01105,ctr_01105.wav,The woman quickly checks the price.
47,3,shopping,singular,present,The old woman checks the price.,6,baseline_c,1107,ctr_01106,ctr_01106.wav,The old woman checks the price.
47,4,shopping,singular,present,The aged woman quickly checks the price.,7,baseline_d,1108,ctr_01107,ctr_01107.wav,The old woman quickly checks the price.
47,5,shopping,singular,present,The woman in the shop inspects the price.,8,control_a,1109,ctr_01108,ctr_01108.wav,The woman in the store checks the price.
47,6,shopping,singular,present,The woman in the store swiftly checks the price.,9,control_b,1110,ctr_01109,ctr_01109.wav,The woman in the store quickly checks the price.
47,7,shopping,singular,present,The old woman in the store verifies the price.,9,control_c,1111,ctr_01110,ctr_01110.wav,The old woman in the store checks the price.
47,8,shopping,singular,present,The aged woman in the store quickly verifies the price.,10,control_d,1112,ctr_01111,ctr_01111.wav,The old woman in the store quickly checks the price.
47,9,shopping,singular,present,The woman who understands the owner checks the price.,9,standard_subject_a,1113,ctr_01112,ctr_01112.wav,The woman who knows the owner checks the price.
47,10,shopping,singular,present,The woman who knows the owner quickly verifies the price.,10,standard_subject_b,1114,ctr_01113,ctr_01113.wav,The woman who knows the owner quickly checks the price.
47,11,shopping,singular,present,The aged woman who understands the owner checks the price.,10,standard_subject_c,1115,ctr_01114,ctr_01114.wav,The old woman who knows the owner checks the price.
47,12,shopping,singular,present,The old woman who understands the owner swiftly inspects the price.,11,standard_subject_d,1116,ctr_01115,ctr_01115.wav,The old woman who knows the owner quickly checks the price.
47,13,shopping,singular,present,The woman who the manager hires verifies the price.,9,standard_object_a,1117,ctr_01116,ctr_01116.wav,The woman who the manager employs checks the price.
47,14,shopping,singular,present,The woman who the manager employs rapidly verifies the price.,10,standard_object_b,1118,ctr_01117,ctr_01117.wav,The woman who the manager employs quickly checks the price.
47,15,shopping,singular,present,The old woman who the manager hires checks the price.,10,standard_object_c,1119,ctr_01118,ctr_01118.wav,The old woman who the manager employs checks the price.
47,16,shopping,singular,present,The old woman who the manager employs quickly verifies the price.,11,standard_object_d,1120,ctr_01119,ctr_01119.wav,The old woman who the manager employs quickly checks the price.
47,17,shopping,singular,present,The woman who obtained the email that was sent yesterday checks the price.,13,nested_subject_a,1121,ctr_01120,ctr_01120.wav,The woman who received the email that was sent yesterday checks the price.
47,18,shopping,singular,present,The woman who received the email that was sent yesterday quickly verifies the price.,14,nested_subject_b,1122,ctr_01121,ctr_01121.wav,The woman who received the email that was sent yesterday quickly checks the price.
47,19,shopping,singular,present,The aged woman who obtained the email that was sent yesterday verifies the price.,14,nested_subject_c,1123,ctr_01122,ctr_01122.wav,The old woman who received the email that was sent yesterday checks the price.
47,20,shopping,singular,present,The old woman who received the email that was sent yesterday quickly verifies the price.,15,nested_subject_d,1124,ctr_01123,ctr_01123.wav,The old woman who received the email that was sent yesterday quickly checks the price.
48,1,sport,singular,past,The team won awards.,4,baseline_a,1129,ctr_01128,ctr_01128.wav,The team won prizes.
48,2,sport,singular,past,The team unexpectedly secured prizes.,5,baseline_b,1130,ctr_01129,ctr_01129.wav,The team unexpectedly won prizes.
48,3,sport,singular,past,The successful group won prizes.,5,baseline_c,1131,ctr_01130,ctr_01130.wav,The successful team won prizes.
48,4,sport,singular,past,The successful team unexpectedly won awards.,6,baseline_d,1132,ctr_01131,ctr_01131.wav,The successful team unexpectedly won prizes.
48,5,sport,singular,past,The team on the field won awards.,7,control_a,1133,ctr_01132,ctr_01132.wav,The team on the field won prizes.
48,6,sport,singular,past,The team on the field unexpectedly gained awards.,8,control_b,1134,ctr_01133,ctr_01133.wav,The team on the field unexpectedly won prizes.
48,7,sport,singular,past,The successful team on the field won awards.,8,control_c,1135,ctr_01134,ctr_01134.wav,The successful team on the field won prizes.
48,8,sport,singular,past,The victorious squad on the field surprisingly won prizes.,9,control_d,1136,ctr_01135,ctr_01135.wav,The successful team on the field unexpectedly won prizes.
48,9,sport,singular,past,The group that practiced earned awards.,6,standard_subject_a,1137,ctr_01136,ctr_01136.wav,The team that practiced won prizes.
48,10,sport,singular,past,The team that practiced surprisingly earned awards.,7,standard_subject_b,1138,ctr_01137,ctr_01137.wav,The team that practiced unexpectedly won prizes.
48,11,sport,singular,past,The triumphant group that trained won awards.,7,standard_subject_c,1139,ctr_01138,ctr_01138.wav,The successful team that practiced won prizes.
48,12,sport,singular,past,The victorious squad that practiced unexpectedly won prizes.,8,standard_subject_d,1140,ctr_01139,ctr_01139.wav,The successful team that practiced unexpectedly won prizes.
48,13,sport,singular,past,The group that the fans cheered secured prizes.,8,standard_object_a,1141,ctr_01140,ctr_01140.wav,The team that the fans cheered won prizes.
48,14,sport,singular,past,The team that the fans cheered surprisingly won prizes.,9,standard_object_b,1142,ctr_01141,ctr_01141.wav,The team that the fans cheered unexpectedly won prizes.
48,15,sport,singular,past,The victorious team that the fans cheered won prizes.,9,standard_object_c,1143,ctr_01142,ctr_01142.wav,The successful team that the fans cheered won prizes.
48,16,sport,singular,past,The victorious team that the fans cheered unexpectedly won prizes.,10,standard_object_d,1144,ctr_01143,ctr_01143.wav,The successful team that the fans cheered unexpectedly won prizes.
48,17,sport,singular,past,The group that pursued tactics that worked effectively earned awards.,10,nested_subject_a,1145,ctr_01144,ctr_01144.wav,The team that followed strategies that worked well won prizes.
48,18,sport,singular,past,The group that pursued strategies that worked effectively unexpectedly won awards.,11,nested_subject_b,1146,ctr_01145,ctr_01145.wav,The team that followed strategies that worked well unexpectedly won prizes.
48,19,sport,singular,past,The successful team that followed strategies that worked well won prizes.,11,nested_subject_c,1147,ctr_01146,ctr_01146.wav,The successful team that followed strategies that worked well won prizes.
48,20,sport,singular,past,The successful team that followed strategies that worked well unexpectedly won prizes.,12,nested_subject_d,1148,ctr_01147,ctr_01147.wav,The successful team that followed strategies that worked well unexpectedly won prizes.
49,1,sport,plural,present,The players earn many trophies.,5,baseline_a,1153,ctr_01152,ctr_01152.wav,The players win many trophies.
49,2,sport,plural,present,The players proudly win many trophies.,6,baseline_b,1154,ctr_01153,ctr_01153.wav,The players proudly win many trophies.
49,3,sport,plural,present,The skilled competitors win many trophies.,6,baseline_c,1155,ctr_01154,ctr_01154.wav,The experienced players win many trophies.
49,4,sport,plural,present,The skilled players boastfully earn many trophies.,7,baseline_d,1156,ctr_01155,ctr_01155.wav,The experienced players proudly win many trophies.
49,5,sport,plural,present,The players in the stadium win many trophies.,8,control_a,1157,ctr_01156,ctr_01156.wav,The players in the stadium win many trophies.
49,6,sport,plural,present,The players in the stadium proudly win many awards.,9,control_b,1158,ctr_01157,ctr_01157.wav,The players in the stadium proudly win many trophies.
49,7,sport,plural,present,The skilled players in the stadium earn many awards.,9,control_c,1159,ctr_01158,ctr_01158.wav,The experienced players in the stadium win many trophies.
49,8,sport,plural,present,The experienced competitors in the stadium proudly win many awards.,10,control_d,1160,ctr_01159,ctr_01159.wav,The experienced players in the stadium proudly win many trophies.
49,9,sport,plural,present,The athletes who practice every day win many trophies.,9,standard_subject_a,1161,ctr_01160,ctr_01160.wav,The players who practice every day win many trophies.
49,10,sport,plural,present,The athletes who practice every day proudly win many awards.,10,standard_subject_b,1162,ctr_01161,ctr_01161.wav,The players who practice every day proudly win many trophies.
49,11,sport,plural,present,The experienced players who practice every day win many trophies.,10,standard_subject_c,1163,ctr_01162,ctr_01162.wav,The experienced players who practice every day win many trophies.
49,12,sport,plural,present,The skilled competitors who train every day proudly earn many trophies.,11,standard_subject_d,1164,ctr_01163,ctr_01163.wav,The experienced players who practice every day proudly win many trophies.
49,13,sport,plural,present,The players who the officials choose earn many awards.,9,standard_object_a,1165,ctr_01164,ctr_01164.wav,The players who the officials select win many trophies.
49,14,sport,plural,present,The participants who the officials choose boastfully win many awards.,10,standard_object_b,1166,ctr_01165,ctr_01165.wav,The players who the officials select proudly win many trophies.
49,15,sport,plural,present,The experienced competitors who the officials select win many trophies.,10,standard_object_c,1167,ctr_01166,ctr_01166.wav,The experienced players who the officials select win many trophies.
49,16,sport,plural,present,The experienced participants who the officials select proudly win many awards.,11,standard_object_d,1168,ctr_01167,ctr_01167.wav,The experienced players who the officials select proudly win many trophies.
49,17,sport,plural,present,The players who read the books that include new tactics earn many trophies.,13,nested_subject_a,1169,ctr_01168,ctr_01168.wav,The players who read the books that contain new strategies win many trophies.
49,18,sport,plural,present,The players who read the books that contain new tactics boastfully earn many trophies.,14,nested_subject_b,1170,ctr_01169,ctr_01169.wav,The players who read the books that contain new strategies proudly win many trophies.
49,19,sport,plural,present,The skilled players who perused the books that contain new strategies earn many trophies.,14,nested_subject_c,1171,ctr_01170,ctr_01170.wav,The experienced players who read the books that contain new strategies win many trophies.
49,20,sport,plural,present,The experienced competitors who read the books that include new tactics boastfully win many trophies.,15,nested_subject_d,1172,ctr_01171,ctr_01171.wav,The experienced players who read the books that contain new strategies proudly win many trophies.
50,1,sport,plural,past,The runners sprinted down the track.,6,baseline_a,1177,ctr_01176,ctr_01176.wav,The runners sprinted down the track.
50,2,sport,plural,past,The runners carelessly dashed down the track.,7,baseline_b,1178,ctr_01177,ctr_01177.wav,The runners recklessly sprinted down the track.
50,3,sport,plural,past,The runners runner dashed down the course.,7,baseline_c,1179,ctr_01178,ctr_01178.wav,The runners runner sprinted down the track.
50,4,sport,plural,past,The runners runner recklessly sprinted down the track.,8,baseline_d,1180,ctr_01179,ctr_01179.wav,The runners runner recklessly sprinted down the track.
50,5,sport,plural,past,The runners in shorts sprinted down the track.,8,control_a,1181,ctr_01180,ctr_01180.wav,The runners in shorts sprinted down the track.
50,6,sport,plural,past,The runners in shorts carelessly sprinted down the track.,9,control_b,1182,ctr_01181,ctr_01181.wav,The runners in shorts recklessly sprinted down the track.
50,7,sport,plural,past,The youthful joggers in shorts sprinted down the course.,9,control_c,1183,ctr_01182,ctr_01182.wav,The young runners in shorts sprinted down the track.
50,8,sport,plural,past,The youthful runners in shorts carelessly dashed down the track.,10,control_d,1184,ctr_01183,ctr_01183.wav,The young runners in shorts recklessly sprinted down the track.
50,9,sport,plural,past,The runners who waited calmly dashed down the track.,9,standard_subject_a,1185,ctr_01184,ctr_01184.wav,The runners who waited patiently sprinted down the track.
50,10,sport,plural,past,The runners who waited patiently recklessly sprinted down the track.,10,standard_subject_b,1186,ctr_01185,ctr_01185.wav,The runners who waited patiently recklessly sprinted down the track.
50,11,sport,plural,past,The youthful runners who waited patiently sprinted down the track.,10,standard_subject_c,1187,ctr_01186,ctr_01186.wav,The young runners who waited patiently sprinted down the track.
50,12,sport,plural,past,The youthful runners who waited patiently recklessly sprinted down the track.,11,standard_subject_d,1188,ctr_01187,ctr_01187.wav,The young runners who waited patiently recklessly sprinted down the track.
50,13,sport,plural,past,The runners who the coachs chose sprinted down the track.,10,standard_object_a,1189,ctr_01188,ctr_01188.wav,The runners who the coachs chose sprinted down the track.
50,14,sport,plural,past,The runners who the coachs chose recklessly sprinted down the track.,11,standard_object_b,1190,ctr_01189,ctr_01189.wav,The runners who the coachs chose recklessly sprinted down the track.
50,15,sport,plural,past,The young runners who the coachs chose sprinted down the track.,11,standard_object_c,1191,ctr_01190,ctr_01190.wav,The young runners who the coachs chose sprinted down the track.
50,16,sport,plural,past,The young runners who the coachs chose recklessly sprinted down the track.,12,standard_object_d,1192,ctr_01191,ctr_01191.wav,The young runners who the coachs chose recklessly sprinted down the track.
50,17,sport,plural,past,The runners who passed the trainers that motivated them dashed down the course.,14,nested_subject_a,1193,ctr_01192,ctr_01192.wav,The runners who passed the coachs that encouraged them sprinted down the track.
50,18,sport,plural,past,The joggers who overtook the trainers that motivated them carelessly dashed down the track.,15,nested_subject_b,1194,ctr_01193,ctr_01193.wav,The runners who passed the coachs that encouraged them recklessly sprinted down the track.
50,19,sport,plural,past,The young runners who passed the coachs that encouraged them sprinted down the track.,15,nested_subject_c,1195,ctr_01194,ctr_01194.wav,The young runners who passed the coachs that encouraged them sprinted down the track.
50,20,sport,plural,past,The young runners who passed the coachs that encouraged them recklessly sprinted down the track.,16,nested_subject_d,1196,ctr_01195,ctr_01195.wav,The young runners who passed the coachs that encouraged them recklessly sprinted down the track.
51,1,sport,singular,present,The competitor runs the course.,5,baseline_a,1201,ctr_01200,ctr_01200.wav,The athlete runs the track.
51,2,sport,singular,present,The athlete successfully sprints the track.,6,baseline_b,1202,ctr_01201,ctr_01201.wav,The athlete successfully runs the track.
51,3,sport,singular,present,The talented athlete runs the track.,6,baseline_c,1203,ctr_01202,ctr_01202.wav,The skilled athlete runs the track.
51,4,sport,singular,present,The talented competitor successfully sprints the track.,7,baseline_d,1204,ctr_01203,ctr_01203.wav,The skilled athlete successfully runs the track.
51,5,sport,singular,present,The competitor in the gym runs the track.,8,control_a,1205,ctr_01204,ctr_01204.wav,The athlete in the gym runs the track.
51,6,sport,singular,present,The competitor in the gym successfully sprints the track.,9,control_b,1206,ctr_01205,ctr_01205.wav,The athlete in the gym successfully runs the track.
51,7,sport,singular,present,The talented competitor in the gym runs the track.,9,control_c,1207,ctr_01206,ctr_01206.wav,The skilled athlete in the gym runs the track.
51,8,sport,singular,present,The talented sportsperson in the gym effectively runs the track.,10,control_d,1208,ctr_01207,ctr_01207.wav,The skilled athlete in the gym successfully runs the track.
51,9,sport,singular,present,The competitor who exercised effectively runs the track.,8,standard_subject_a,1209,ctr_01208,ctr_01208.wav,The athlete who trained well runs the track.
51,10,sport,singular,present,The competitor who practiced effectively triumphantly runs the track.,9,standard_subject_b,1210,ctr_01209,ctr_01209.wav,The athlete who trained well successfully runs the track.
51,11,sport,singular,present,The talented athlete who practiced well runs the track.,9,standard_subject_c,1211,ctr_01210,ctr_01210.wav,The skilled athlete who trained well runs the track.
51,12,sport,singular,present,The talented athlete who trained effectively triumphantly runs the track.,10,standard_subject_d,1212,ctr_01211,ctr_01211.wav,The skilled athlete who trained well successfully runs the track.
51,13,sport,singular,present,The athlete who the coach selected runs the track.,9,standard_object_a,1213,ctr_01212,ctr_01212.wav,The athlete who the coach selected runs the track.
51,14,sport,singular,present,The athlete who the coach selected successfully runs the track.,10,standard_object_b,1214,ctr_01213,ctr_01213.wav,The athlete who the coach selected successfully runs the track.
51,15,sport,singular,present,The skilled athlete who the coach selected sprints the track.,10,standard_object_c,1215,ctr_01214,ctr_01214.wav,The skilled athlete who the coach selected runs the track.
51,16,sport,singular,present,The skilled competitor who the coach selected effectively runs the track.,11,standard_object_d,1216,ctr_01215,ctr_01215.wav,The skilled athlete who the coach selected successfully runs the track.
51,17,sport,singular,present,The athlete who read the manual that was supplied sprints the track.,12,nested_subject_a,1217,ctr_01216,ctr_01216.wav,The athlete who read the manual that was provided runs the track.
51,18,sport,singular,present,The athlete who perused the guide that was provided successfully runs the track.,13,nested_subject_b,1218,ctr_01217,ctr_01217.wav,The athlete who read the manual that was provided successfully runs the track.
51,19,sport,singular,present,The talented athlete who read the manual that was supplied sprints the track.,13,nested_subject_c,1219,ctr_01218,ctr_01218.wav,The skilled athlete who read the manual that was provided runs the track.
51,20,sport,singular,present,The skilled competitor who perused the manual that was supplied successfully runs the track.,14,nested_subject_d,1220,ctr_01219,ctr_01219.wav,The skilled athlete who read the manual that was provided successfully runs the track.
52,1,transport,plural,present,Drivers manage the buses at night.,6,baseline_a,1225,ctr_01224,ctr_01224.wav,Operators operate the buses at night.
52,2,transport,plural,present,Controllers effectively operate the buses at night.,7,baseline_b,1226,ctr_01225,ctr_01225.wav,Operators efficiently operate the buses at night.
52,3,transport,plural,present,Skilled operators drive the buses at night.,7,baseline_c,1227,ctr_01226,ctr_01226.wav,Experienced operators operate the buses at night.
52,4,transport,plural,present,Skilled drivers effectively operate the buses at night.,8,baseline_d,1228,ctr_01227,ctr_01227.wav,Experienced operators efficiently operate the buses at night.
52,5,transport,plural,present,Controllers in the control room operate the buses at night.,10,control_a,1229,ctr_01228,ctr_01228.wav,Operators in the control room operate the buses at night.
52,6,transport,plural,present,Controllers in the control room effectively operate the buses at night.,11,control_b,1230,ctr_01229,ctr_01229.wav,Operators in the control room efficiently operate the buses at night.
52,7,transport,plural,present,Skilled operators in the control room operate the buses at night.,11,control_c,1231,ctr_01230,ctr_01230.wav,Experienced operators in the control room operate the buses at night.
52,8,transport,plural,present,Experienced operators in the control room efficiently manage the buses at night.,12,control_d,1232,ctr_01231,ctr_01231.wav,Experienced operators in the control room efficiently operate the buses at night.
52,9,transport,plural,present,Controllers who analyzed traffic patterns operate the buses at night.,10,standard_subject_a,1233,ctr_01232,ctr_01232.wav,Operators who studied traffic patterns operate the buses at night.
52,10,transport,plural,present,Controllers who analyzed traffic patterns efficiently manage the buses at night.,11,standard_subject_b,1234,ctr_01233,ctr_01233.wav,Operators who studied traffic patterns efficiently operate the buses at night.
52,11,transport,plural,present,Experienced drivers who studied traffic trends drive the buses at night.,11,standard_subject_c,1235,ctr_01234,ctr_01234.wav,Experienced operators who studied traffic patterns operate the buses at night.
52,12,transport,plural,present,Skilled drivers who studied traffic patterns efficiently control the buses at night.,12,standard_subject_d,1236,ctr_01235,ctr_01235.wav,Experienced operators who studied traffic patterns efficiently operate the buses at night.
52,13,transport,plural,present,Operators that the engineers trained control the buses at night.,10,standard_object_a,1237,ctr_01236,ctr_01236.wav,Operators that the engineers trained operate the buses at night.
52,14,transport,plural,present,Operators that the engineers prepared effectively control the buses at night.,11,standard_object_b,1238,ctr_01237,ctr_01237.wav,Operators that the engineers trained efficiently operate the buses at night.
52,15,transport,plural,present,Skilled operators that the technicians prepared control the buses at night.,11,standard_object_c,1239,ctr_01238,ctr_01238.wav,Experienced operators that the engineers trained operate the buses at night.
52,16,transport,plural,present,Skilled operators that the engineers prepared efficiently operate the buses at night.,12,standard_object_d,1240,ctr_01239,ctr_01239.wav,Experienced operators that the engineers trained efficiently operate the buses at night.
52,17,transport,plural,present,Controllers who inspected the maps that the evaluators produced drive the buses at night.,14,nested_subject_a,1241,ctr_01240,ctr_01240.wav,Operators who checked the maps that the analysts created operate the buses at night.
52,18,transport,plural,present,Operators who checked the charts that the evaluators produced effectively manage the buses at night.,15,nested_subject_b,1242,ctr_01241,ctr_01241.wav,Operators who checked the maps that the analysts created efficiently operate the buses at night.
52,19,transport,plural,present,Skilled drivers who checked the maps that the analysts produced operate the buses at night.,15,nested_subject_c,1243,ctr_01242,ctr_01242.wav,Experienced operators who checked the maps that the analysts created operate the buses at night.
52,20,transport,plural,present,Experienced drivers who checked the charts that the analysts produced efficiently run the buses at night.,16,nested_subject_d,1244,ctr_01243,ctr_01243.wav,Experienced operators who checked the maps that the analysts created efficiently operate the buses at night.
53,1,transport,singular,past,The pilot flew the plane.,6,baseline_a,1249,ctr_01248,ctr_01248.wav,The pilot flew the plane.
53,2,transport,singular,past,The pilot successfully flew the aircraft.,7,baseline_b,1250,ctr_01249,ctr_01249.wav,The pilot successfully flew the plane.
53,3,transport,singular,past,The experienced pilot flew the aircraft.,7,baseline_c,1251,ctr_01250,ctr_01250.wav,The experienced pilot flew the plane.
53,4,transport,singular,past,The experienced pilot successfully piloted the aircraft.,8,baseline_d,1252,ctr_01251,ctr_01251.wav,The experienced pilot successfully flew the plane.
53,5,transport,singular,past,The pilot in the cockpit piloted the aircraft.,9,control_a,1253,ctr_01252,ctr_01252.wav,The pilot in the cockpit flew the plane.
53,6,transport,singular,past,The pilot in the cockpit effectively piloted the plane.,10,control_b,1254,ctr_01253,ctr_01253.wav,The pilot in the cockpit successfully flew the plane.
53,7,transport,singular,past,The experienced pilot in the cockpit flew the aircraft.,10,control_c,1255,ctr_01254,ctr_01254.wav,The experienced pilot in the cockpit flew the plane.
53,8,transport,singular,past,The experienced pilot in the cockpit successfully piloted the plane.,11,control_d,1256,ctr_01255,ctr_01255.wav,The experienced pilot in the cockpit successfully flew the plane.
53,9,transport,singular,past,The pilot who prepared diligently flew the plane.,9,standard_subject_a,1257,ctr_01256,ctr_01256.wav,The pilot who studied hard flew the plane.
53,10,transport,singular,past,The pilot who prepared diligently successfully piloted the aircraft.,10,standard_subject_b,1258,ctr_01257,ctr_01257.wav,The pilot who studied hard successfully flew the plane.
53,11,transport,singular,past,The skilled pilot who prepared diligently piloted the plane.,10,standard_subject_c,1259,ctr_01258,ctr_01258.wav,The experienced pilot who studied hard flew the plane.
53,12,transport,singular,past,The skilled pilot who prepared hard successfully flew the plane.,11,standard_subject_d,1260,ctr_01259,ctr_01259.wav,The experienced pilot who studied hard successfully flew the plane.
53,13,transport,singular,past,The pilot who the air traffic controller called flew the aircraft.,12,standard_object_a,1261,ctr_01260,ctr_01260.wav,The pilot who the air traffic controller called flew the plane.
53,14,transport,singular,past,The pilot who the air traffic controller contacted successfully piloted the plane.,13,standard_object_b,1262,ctr_01261,ctr_01261.wav,The pilot who the air traffic controller called successfully flew the plane.
53,15,transport,singular,past,The experienced pilot who the air traffic controller called piloted the plane.,13,standard_object_c,1263,ctr_01262,ctr_01262.wav,The experienced pilot who the air traffic controller called flew the plane.
53,16,transport,singular,past,The skilled pilot who the air traffic controller called successfully piloted the plane.,14,standard_object_d,1264,ctr_01263,ctr_01263.wav,The experienced pilot who the air traffic controller called successfully flew the plane.
