numerosity,dataset,structure,theme,sentence,audio_filename,tense,num_words,sentence_id
singular,naturalistic,independent,food,I will have a snack or I will get weak,nat_10179.wav,future,10,nat_10179
singular,naturalistic,simple,work,The company did not hire new employees last year,nat_05810.wav,past,9,nat_05810
plural,naturalistic,simple,work,Did the engineers not fix the broken machines?,nat_05634.wav,past,8,nat_05634
singular,naturalistic,dependent,relationship,The person I admired was my father,nat_11580.wav,past,7,nat_11580
singular,naturalistic,dependent,sport,The exercise that I will do tomorrow is very challenging,nat_13926.wav,future,10,nat_13926
plural,naturalistic,preposition,emotion,The people around us will be influenced by our moods,nat_19088.wav,future,10,nat_19088
singular,naturalistic,preposition,science,Wasn't the internet connection at home slow?,nat_01380.wav,past,7,nat_01380
plural,naturalistic,simple,weather,They are checking the weather forecast on their phones,nat_19253.wav,present,9,nat_19253
singular,naturalistic,preposition,relationship,Is the boy on the bike my nephew?,nat_14901.wav,present,8,nat_14901
singular,naturalistic,dependent,shopping,Will the new store that opens next week sell electronics?,nat_03832.wav,future,10,nat_03832
plural,naturalistic,simple,shopping,Were the customers not satisfied with the products?,nat_04776.wav,past,8,nat_04776
singular,naturalistic,simple,housing,It wasn't a big apartment,nat_04276.wav,past,5,nat_04276
singular,naturalistic,dependent,emotion,He was angry because his bike was broken,nat_04958.wav,past,8,nat_04958
plural,naturalistic,dependent,housing,The cleaning products they use are eco-friendly now,nat_17551.wav,present,8,nat_17551
singular,naturalistic,dependent,transport,The vacation that I will plan will not be boring,nat_16662.wav,future,10,nat_16662
plural,naturalistic,dependent,emotion,Are the people who are grieving getting support?,nat_07415.wav,future,8,nat_07415
singular,naturalistic,preposition,art,What inspires you to create such amazing paintings?,nat_03252.wav,present,8,nat_03252
singular,naturalistic,independent,weather,The weather forecast says it will rain or snow tonight,nat_16892.wav,present,10,nat_16892
singular,naturalistic,independent,basic,My brother plays soccer or basketball every weekend day,nat_16673.wav,present,9,nat_16673
plural,naturalistic,dependent,emotion,The students sitting in the back are not paying attention,nat_18007.wav,present,10,nat_18007
singular,naturalistic,preposition,housing,The furniture in this store is not cheap,nat_17741.wav,present,8,nat_17741
singular,naturalistic,simple,relationship,She will love her new little brother,nat_14300.wav,future,7,nat_14300
singular,naturalistic,dependent,food,Doesn't he know how to make the dessert?,nat_15523.wav,present,8,nat_15523
singular,naturalistic,simple,health,Won't the patient be feeling better soon?,nat_14270.wav,future,7,nat_14270
singular,naturalistic,independent,humanity,Was the music played so the crowd would calm down?,nat_12327.wav,past,10,nat_12327
singular,naturalistic,simple,shopping,Do I need to make a reservation?,nat_11546.wav,present,7,nat_11546
singular,naturalistic,preposition,science,The app on my phone is very helpful,nat_15639.wav,present,8,nat_15639
singular,naturalistic,independent,humanity,(revised) The activist fought for justice and would not back down,nat_15042.wav,past,11,nat_15042
singular,naturalistic,independent,health,The doctor will give him medicine when he gets sick,nat_14208.wav,future,10,nat_14208
singular,naturalistic,simple,transport,The new train will not arrive on time tonight,nat_02468.wav,future,9,nat_02468
singular,naturalistic,dependent,basic,Did the person who called you yesterday have good news?,nat_17833.wav,past,10,nat_17833
plural,naturalistic,independent,sport,Some players don't run fast but they are strong,nat_16654.wav,present,9,nat_16654
singular,naturalistic,dependent,sport,The sport that I will play next season is very demanding,nat_11757.wav,future,11,nat_11757
plural,naturalistic,independent,relationship,Did the siblings go to the park or stay home?,nat_13869.wav,past,10,nat_13869
plural,naturalistic,independent,housing,Are the neighbors making too much noise when they repair?,nat_09583.wav,present,10,nat_09583
singular,naturalistic,preposition,housing,Does he sleep on the couch downstairs?,nat_06696.wav,present,7,nat_06696
singular,naturalistic,dependent,housing,Doesn't he have a key to the front door?,nat_03180.wav,present,9,nat_03180
singular,naturalistic,simple,science,The math book is on the table,nat_15089.wav,present,7,nat_15089
plural,naturalistic,dependent,housing,Are the flowers that we planted in the garden blooming already?,nat_08275.wav,present,11,nat_08275
singular,naturalistic,dependent,relationship,His mother does not cook dinner,nat_09065.wav,present,6,nat_09065
singular,naturalistic,simple,housing,Am I not allowed to paint the walls?,nat_11030.wav,present,8,nat_11030
singular,naturalistic,dependent,basic,Will he mind if I bring my dog along?,nat_17767.wav,future,9,nat_17767
singular,naturalistic,independent,transport,Can I get a refund if my flight is cancelled suddenly?,nat_04557.wav,present,11,nat_04557
singular,naturalistic,independent,health,He is trying to quit smoking because it is unhealthy,nat_07812.wav,present,10,nat_07812
singular,naturalistic,independent,weather,Are you hot when you wear that coat or not?,nat_12839.wav,present,10,nat_12839
plural,naturalistic,dependent,basic,Were the games they played fun for everyone involved?,nat_06297.wav,past,9,nat_06297
plural,naturalistic,preposition,nature,Rivers through the cities will flow slowly,nat_19781.wav,future,7,nat_19781
singular,naturalistic,preposition,sport,Will the gymnast on the floor have a perfect score?,nat_14534.wav,future,10,nat_14534
plural,naturalistic,dependent,work,The employees who will get promoted will be happy,nat_19629.wav,future,9,nat_19629
plural,naturalistic,simple,work,Had the students submitted their assignments on time?,nat_01132.wav,past,8,nat_01132
plural,naturalistic,dependent,relationship,Do the people you live with know your sister?,nat_10642.wav,present,9,nat_10642
plural,naturalistic,simple,food,Can kids have ice cream for dessert?,nat_10521.wav,present,7,nat_10521
singular,naturalistic,simple,art,The art of sculpture requires great skill and patience,nat_19114.wav,present,9,nat_19114
plural,naturalistic,simple,weather,Will the weather be perfect for skiing?,nat_02871.wav,future,7,nat_02871
plural,naturalistic,simple,transport,Cars are convenient for road trips,nat_12996.wav,present,6,nat_12996
plural,naturalistic,simple,work,Are they not studying for their exams?,nat_01772.wav,present,7,nat_01772
plural,naturalistic,dependent,relationship,Are the children that you babysit for very loud?,nat_10593.wav,present,9,nat_10593
singular,naturalistic,dependent,relationship,Was the man who walked you home your dad?,nat_01913.wav,past,9,nat_01913
singular,naturalistic,independent,transport,Does she drive to work or take the bus every day?,nat_14212.wav,present,11,nat_14212
plural,naturalistic,dependent,health,Won't the kids who eat unhealthy food get sick often?,nat_09256.wav,future,10,nat_09256
singular,naturalistic,preposition,science,Is the new smartphone in the store going to be expensive?,nat_12602.wav,future,11,nat_12602
plural,naturalistic,preposition,food,The people at the gym will drink water frequently,nat_14188.wav,future,9,nat_14188
plural,naturalistic,dependent,nature,Are the flowers that bloom in spring very colorful now?,nat_15417.wav,present,10,nat_15417
singular,naturalistic,preposition,humanity,Does the student in the library need help now?,nat_01105.wav,present,9,nat_01105
singular,naturalistic,simple,emotion,The old lady will feel lonely this winter,nat_17689.wav,future,8,nat_17689
plural,naturalistic,independent,transport,Were the taxis not available when you needed a ride?,nat_04956.wav,past,10,nat_04956
plural,naturalistic,dependent,humanity,Will the historians who research the past discover new facts?,nat_08307.wav,future,10,nat_08307
plural,naturalistic,independent,relationship,Are the friends not talking because they had a fight but still care?,nat_19370.wav,present,13,nat_19370
singular,naturalistic,simple,transport,I walk to the store often,nat_03696.wav,present,6,nat_03696
singular,naturalistic,independent,emotion,Does she feel unhappy when her mom is not at home?,nat_07778.wav,present,11,nat_07778
singular,naturalistic,dependent,nature,A flower blooming in the garden is very beautiful,nat_16973.wav,present,9,nat_16973
plural,naturalistic,dependent,basic,The students who failed the exam are not happy,nat_00628.wav,present,9,nat_00628
plural,naturalistic,simple,weather,Are the people prepared for floods?,nat_02451.wav,present,6,nat_02451
plural,naturalistic,dependent,transport,We take the subway to go to the park,nat_16885.wav,present,9,nat_16885
singular,naturalistic,simple,housing,The walls in this house are painted white,nat_19883.wav,present,8,nat_19883
singular,naturalistic,simple,work,Doesn't the career require more experience?,nat_02176.wav,future,6,nat_02176
singular,naturalistic,preposition,science,The machine will be able to translate languages instantly,nat_17013.wav,future,9,nat_17013
plural,naturalistic,simple,art,The singers practice their songs every morning,nat_02787.wav,present,7,nat_02787
singular,naturalistic,preposition,work,The student with the highest grade will get a scholarship next year,nat_12297.wav,future,12,nat_12297
singular,naturalistic,simple,relationship,The woman will meet her future husband,nat_01196.wav,future,7,nat_01196
singular,naturalistic,dependent,emotion,Will he still love me when I get angry?,nat_07618.wav,future,9,nat_07618
singular,naturalistic,independent,food,The cake was delicious yet very high in calories,nat_04444.wav,past,9,nat_04444
singular,naturalistic,simple,basic,He will give you a nice gift,nat_11128.wav,future,7,nat_11128
singular,naturalistic,preposition,emotion,The boy under the tree was not playing outside,nat_15514.wav,past,9,nat_15514
singular,naturalistic,simple,shopping,Is the price of milk going up next month?,nat_05722.wav,future,9,nat_05722
plural,naturalistic,preposition,relationship,The men in our neighborhood are not friendly,nat_17635.wav,present,8,nat_17635
plural,naturalistic,simple,transport,Can passengers bring pets on trains?,nat_10695.wav,present,6,nat_10695
plural,naturalistic,simple,housing,The tenants were not paying their rent,nat_04967.wav,past,7,nat_04967
singular,naturalistic,simple,food,The baby ate a whole banana for breakfast,nat_10410.wav,past,8,nat_10410
singular,naturalistic,preposition,humanity,What does the song on the radio mean to you?,nat_04009.wav,present,10,nat_04009
plural,naturalistic,simple,housing,Are the repairs not going to be expensive?,nat_15515.wav,present,8,nat_15515
singular,naturalistic,independent,work,She worked hard so she could get promoted,nat_03583.wav,past,8,nat_03583
singular,naturalistic,dependent,sport,Is the game that my brother is playing not very difficult?,nat_19715.wav,present,11,nat_19715
plural,naturalistic,independent,health,We try to sleep early for better physical health tomorrow,nat_12424.wav,present,10,nat_12424
singular,naturalistic,preposition,relationship,Does she not miss her old friends now?,nat_08277.wav,present,8,nat_08277
singular,naturalistic,simple,health,Doesn't my friend have anxiety issues?,nat_03667.wav,present,6,nat_03667
singular,naturalistic,preposition,emotion,Had the young woman on the bus been feeling tired?,nat_12474.wav,past,10,nat_12474
plural,naturalistic,independent,food,The men will not have time to eat yet they will be hungry,nat_12782.wav,future,13,nat_12782
plural,naturalistic,independent,health,Patients will recover from illnesses when they get proper care,nat_10211.wav,future,10,nat_10211
singular,naturalistic,simple,science,She is not studying physics this year,nat_03423.wav,present,7,nat_03423
singular,naturalistic,dependent,housing,Doesn't it take long to clean this house?,nat_10717.wav,present,8,nat_10717
singular,naturalistic,dependent,humanity,Does the professor not think that the student will fail?,nat_08199.wav,future,10,nat_08199
plural,naturalistic,dependent,housing,They will buy the sofas that are on sale tomorrow,nat_18490.wav,future,10,nat_18490
singular,naturalistic,dependent,sport,Does she think the exercise that we did was easy?,nat_05366.wav,present,10,nat_05366
singular,naturalistic,simple,relationship,Will you be my friend at the party tonight?,nat_02895.wav,future,9,nat_02895
plural,naturalistic,dependent,nature,Had the animals that lived in the desert found water?,nat_14122.wav,past,10,nat_14122
singular,naturalistic,simple,work,She doesn't like her new job at the school,nat_01296.wav,present,9,nat_01296
plural,naturalistic,independent,shopping,They will not have sales when we go to the mall,nat_03642.wav,future,11,nat_03642
plural,naturalistic,simple,science,Can drones fly at high altitudes safely?,nat_17138.wav,present,7,nat_17138
plural,naturalistic,simple,sport,Many people attended the sports festival last weekend,nat_18299.wav,past,8,nat_18299
plural,naturalistic,dependent,basic,They had eaten all the food we prepared for them,nat_19624.wav,past,10,nat_19624
plural,naturalistic,dependent,nature,The lakes that shone in the sun were very calm,nat_19442.wav,past,10,nat_19442
singular,naturalistic,dependent,nature,Does the animal living in the forest have sharp teeth?,nat_08548.wav,future,10,nat_08548
singular,naturalistic,dependent,emotion,Will she be laughing when she sees the funny movie?,nat_05451.wav,future,10,nat_05451
singular,naturalistic,simple,relationship,She had been missing her family a lot lately,nat_10685.wav,past,9,nat_10685
plural,naturalistic,independent,science,The cars were fast but the drivers were not experienced,nat_15449.wav,past,10,nat_15449
singular,naturalistic,simple,health,Didn't it hurt when he fell down?,nat_07866.wav,past,7,nat_07866
singular,naturalistic,preposition,basic,Will she be waiting for me outside?,nat_12867.wav,future,7,nat_12867
singular,naturalistic,preposition,humanity,The book on the shelf is about ancient civilizations,nat_14607.wav,present,9,nat_14607
singular,naturalistic,preposition,weather,Was the weather forecast accurate for our town?,nat_09797.wav,past,8,nat_09797
plural,naturalistic,independent,nature,The mountains were not high but the climb was difficult,nat_11755.wav,past,10,nat_11755
plural,naturalistic,independent,basic,We invite our friends to join us for dinner tonight,nat_13979.wav,present,10,nat_13979
plural,naturalistic,simple,nature,Some animals are very good swimmers naturally,nat_09738.wav,present,7,nat_09738
singular,naturalistic,independent,emotion,Was he sad but still smiling at the party last night?,nat_14385.wav,past,11,nat_14385
plural,naturalistic,dependent,transport,Do the ferries that will sail tonight have many passengers?,nat_06474.wav,future,10,nat_06474
singular,naturalistic,preposition,weather,Does it snow a lot in winter where you live?,nat_08811.wav,present,10,nat_08811
singular,naturalistic,preposition,health,Is the girl with a headache feeling better now?,nat_00492.wav,future,9,nat_00492
singular,naturalistic,independent,art,Did she not finish her novel because she was too busy?,nat_11691.wav,past,11,nat_11691
singular,naturalistic,dependent,food,Did the dessert that they served have nuts in it?,nat_17871.wav,past,10,nat_17871
singular,naturalistic,preposition,humanity,Had the writer's style been influenced by her cultural background?,nat_01116.wav,past,10,nat_01116
singular,naturalistic,simple,housing,The carpet in the bedroom needs to be vacuumed,nat_05637.wav,present,9,nat_05637
singular,naturalistic,preposition,humanity,Did the student write a paper on the impact of social media?,nat_05085.wav,past,12,nat_05085
singular,naturalistic,simple,emotion,Had she been feeling sad all day long?,nat_01757.wav,past,8,nat_01757
plural,naturalistic,preposition,emotion,The women with depression will find support in their families,nat_11486.wav,future,10,nat_11486
singular,naturalistic,simple,work,Am I not learning anything new?,nat_17184.wav,present,6,nat_17184
singular,naturalistic,simple,work,Didn't she drop out of university last year?,nat_18986.wav,past,8,nat_18986
singular,naturalistic,preposition,basic,Wasn't the gift from your sister nice?,nat_06353.wav,past,7,nat_06353
plural,naturalistic,independent,nature,Did the flowers not bloom because it was not spring yet?,nat_19822.wav,past,11,nat_19822
plural,naturalistic,independent,science,The professors had written books on computer science before,nat_19903.wav,past,9,nat_19903
singular,naturalistic,dependent,art,Is the artist who drew this sketch very talented?,nat_03644.wav,present,9,nat_03644
plural,naturalistic,dependent,housing,The tenants hadn't moved out of the apartment yet,nat_14350.wav,past,9,nat_14350
singular,naturalistic,simple,nature,Was the air not fresh on the mountain?,nat_12001.wav,past,8,nat_12001
singular,naturalistic,dependent,food,Is the food that he will eat not healthy?,nat_11185.wav,future,9,nat_11185
plural,naturalistic,simple,basic,The flowers did not bloom last spring,nat_01696.wav,past,7,nat_01696
plural,naturalistic,simple,shopping,Did the clerks help many people find gifts?,nat_02295.wav,past,8,nat_02295
plural,naturalistic,dependent,relationship,Will the children who don't like vegetables eat them tomorrow?,nat_14794.wav,future,10,nat_14794
plural,naturalistic,dependent,health,The researchers will be investigating the causes of sleep disorders,nat_14696.wav,future,10,nat_14696
plural,naturalistic,preposition,nature,Plants grow well in warm sunny places,nat_05939.wav,present,7,nat_05939
plural,naturalistic,simple,weather,Will the hurricanes not hit the coast again?,nat_18923.wav,future,8,nat_18923
singular,naturalistic,dependent,basic,You weren't invited to the party that I attended,nat_09968.wav,past,9,nat_09968
singular,naturalistic,simple,humanity,Didn't the politician lose the election?,nat_11033.wav,past,6,nat_11033
singular,naturalistic,independent,nature,Is the water not clear when the river is polluted?,nat_03313.wav,present,10,nat_03313
singular,naturalistic,dependent,health,The boy who gets enough sleep will focus better,nat_14824.wav,future,9,nat_14824
singular,naturalistic,simple,humanity,Does the student not like studying economics?,nat_09784.wav,present,7,nat_09784
singular,naturalistic,dependent,relationship,She does not live with her family,nat_09915.wav,present,7,nat_09915
singular,naturalistic,simple,basic,I will not eat breakfast today,nat_00215.wav,future,6,nat_00215
singular,naturalistic,independent,basic,Was the hotel room clean when you arrived?,nat_01072.wav,past,8,nat_01072
plural,naturalistic,preposition,shopping,The items on the top shelf will be sold quickly tomorrow,nat_08682.wav,future,11,nat_08682
plural,naturalistic,simple,shopping,Do they offer price matching services?,nat_07006.wav,future,6,nat_07006
singular,naturalistic,preposition,work,Is the teacher standing behind you watching now?,nat_13379.wav,present,8,nat_13379
singular,naturalistic,preposition,relationship,No one was sitting next to my brother,nat_08652.wav,past,8,nat_08652
plural,naturalistic,preposition,work,Many people from our town had graduated from that university before,nat_13705.wav,past,11,nat_13705
plural,naturalistic,preposition,art,Are the writers of those books not attending the festival?,nat_15384.wav,future,10,nat_15384
plural,naturalistic,simple,sport,Were the losers disappointed with their performance?,nat_00025.wav,past,7,nat_00025
singular,naturalistic,simple,basic,You were not very nice to me,nat_19365.wav,past,7,nat_19365
plural,naturalistic,dependent,transport,Are the buses that arrive early not leaving on time?,nat_10601.wav,present,10,nat_10601
plural,naturalistic,independent,sport,Did the teams play fairly or try to cheat?,nat_07659.wav,past,9,nat_07659
plural,naturalistic,dependent,art,Do the children who will learn music have good teachers?,nat_13401.wav,future,10,nat_13401
plural,naturalistic,simple,basic,The kids will play outside in the park tomorrow,nat_05690.wav,future,9,nat_05690
singular,naturalistic,preposition,science,The app on my tablet had been installed,nat_09744.wav,past,8,nat_09744
singular,naturalistic,dependent,emotion,Did the man who was fired not feel sad?,nat_19155.wav,past,9,nat_19155
singular,naturalistic,simple,nature,Did the mountain have a lot of snow?,nat_18554.wav,past,8,nat_18554
singular,naturalistic,dependent,health,Was she feeling sad when her mom got sick?,nat_12721.wav,past,9,nat_12721
singular,naturalistic,preposition,humanity,The book on the shelf had not been read before,nat_09171.wav,past,10,nat_09171
plural,naturalistic,dependent,emotion,The kids playing outside are not getting along with each other,nat_10847.wav,present,11,nat_10847
singular,naturalistic,preposition,shopping,The item with the red tag will be discounted today,nat_11908.wav,future,10,nat_11908
singular,naturalistic,preposition,shopping,The discount at the store was not very impressive,nat_00630.wav,past,9,nat_00630
singular,naturalistic,simple,weather,The forecast did not predict the storm,nat_18613.wav,past,7,nat_18613
singular,naturalistic,simple,nature,The bear will emerge from hibernation hungry,nat_08707.wav,future,7,nat_08707
singular,naturalistic,independent,emotion,The little boy feels shy but tries to make new friends slowly,nat_17513.wav,present,12,nat_17513
plural,naturalistic,simple,housing,Were the curtains closed at nightfall?,nat_06614.wav,past,6,nat_06614
singular,naturalistic,preposition,weather,A strong gust of wind blew open the door,nat_05243.wav,past,9,nat_05243
singular,naturalistic,preposition,food,He never forgets to drink water after exercise,nat_01102.wav,present,8,nat_01102
singular,naturalistic,preposition,weather,Was the sun not shining through the clouds yesterday?,nat_02204.wav,past,9,nat_02204
plural,naturalistic,simple,science,Can machines learn to understand human emotions?,nat_19723.wav,future,7,nat_19723
plural,naturalistic,preposition,housing,Do the apartments in this building have air conditioning?,nat_12903.wav,present,9,nat_12903
singular,naturalistic,preposition,sport,Did the wrestler in the ring win the match?,nat_11477.wav,past,9,nat_11477
plural,naturalistic,preposition,health,The teachers at this school promote healthy eating habits strongly,nat_11308.wav,present,10,nat_11308
plural,naturalistic,preposition,emotion,The teenagers in love will have many sleepless nights,nat_13767.wav,future,9,nat_13767
singular,naturalistic,dependent,health,A healthy lifestyle will make her feel more confident,nat_15064.wav,future,9,nat_15064
plural,naturalistic,preposition,nature,Were the rocks on the beach smooth and flat?,nat_12512.wav,past,9,nat_12512
singular,naturalistic,independent,housing,The house had a big backyard where kids could play,nat_19913.wav,past,10,nat_19913
plural,naturalistic,preposition,emotion,The emotions of the crowd will be intense at concerts,nat_14890.wav,future,10,nat_14890
singular,naturalistic,dependent,emotion,Did she not feel happy when her son called?,nat_00719.wav,past,9,nat_00719
singular,naturalistic,simple,work,Am I qualified for this position?,nat_13839.wav,present,6,nat_13839
singular,naturalistic,simple,basic,Will I see you at the meeting tomorrow?,nat_06155.wav,future,8,nat_06155
singular,naturalistic,simple,sport,The gymnast will perform a difficult routine,nat_04025.wav,future,7,nat_04025
plural,naturalistic,simple,weather,The people are not prepared for the hurricane,nat_08224.wav,present,8,nat_08224
plural,naturalistic,preposition,food,Meals with friends are always full of laughter and food,nat_15493.wav,present,10,nat_15493
plural,naturalistic,simple,shopping,Can kids try on clothes here?,nat_16093.wav,present,6,nat_16093
singular,naturalistic,dependent,science,The program that I watch is about space,nat_05818.wav,present,8,nat_05818
plural,naturalistic,simple,art,The band played their hit song repeatedly,nat_11956.wav,past,7,nat_11956
plural,naturalistic,simple,weather,The meteorologists are predicting a cold winter ahead,nat_03866.wav,present,8,nat_03866
singular,naturalistic,preposition,housing,The house with a small garden was not expensive,nat_02745.wav,past,9,nat_02745
plural,naturalistic,dependent,food,The men used to drink coffee that was strong and black,nat_11867.wav,past,11,nat_11867
singular,naturalistic,dependent,work,The experience that I gained was invaluable,nat_10343.wav,past,7,nat_10343
plural,naturalistic,independent,transport,Buses and trains are popular so they run often,nat_18601.wav,present,9,nat_18601
singular,naturalistic,preposition,food,Is the chef cooking a meal for you?,nat_11950.wav,present,8,nat_11950
singular,naturalistic,independent,art,She takes amazing photos while traveling around the world alone,nat_18028.wav,present,10,nat_18028
plural,naturalistic,independent,transport,Can't we rent bikes because they are all taken?,nat_04214.wav,present,9,nat_04214
singular,naturalistic,independent,basic,The child wasn't playing because he was sick,nat_12096.wav,past,8,nat_12096
singular,naturalistic,simple,food,Is she eating healthy food?,nat_15193.wav,present,5,nat_15193
singular,naturalistic,preposition,relationship,My sister will not be living with me next year,nat_01401.wav,future,10,nat_01401
plural,naturalistic,dependent,science,Are the tools that they will invent going to be helpful?,nat_12828.wav,future,11,nat_12828
plural,naturalistic,independent,science,Kids are interested in space when they learn about it online,nat_03253.wav,present,11,nat_03253
plural,naturalistic,dependent,science,The gadgets that the store sold were very innovative,nat_18569.wav,past,9,nat_18569
singular,naturalistic,simple,sport,The score was not very close,nat_02158.wav,past,6,nat_02158
plural,naturalistic,independent,art,The photographers are not happy when it's raining outside,nat_08578.wav,present,9,nat_08578
singular,naturalistic,independent,art,Did the writer not like his story when he read it?,nat_17428.wav,past,11,nat_17428
plural,naturalistic,dependent,weather,Had the villagers been preparing for the drought?,nat_07011.wav,past,8,nat_07011
singular,naturalistic,simple,basic,Hadn't the phone been charged yet?,nat_17113.wav,past,6,nat_17113
singular,naturalistic,dependent,humanity,The artist created a sculpture that was highly praised,nat_10197.wav,past,9,nat_10197
plural,naturalistic,independent,weather,Are the mountains not covered with snow yet this season?,nat_03841.wav,present,10,nat_03841
plural,naturalistic,preposition,basic,The kids in the park will play together soon,nat_11849.wav,future,9,nat_11849
plural,naturalistic,independent,food,Many people will choose plant-based diets because they are healthier,nat_02100.wav,future,10,nat_02100
plural,naturalistic,independent,emotion,The men are not frustrated or disappointed with their jobs,nat_01673.wav,present,10,nat_01673
singular,naturalistic,independent,weather,Are you going out when the storm passes or later?,nat_10293.wav,present,10,nat_10293
singular,naturalistic,preposition,emotion,Did the man next to her feel sad about it?,nat_04213.wav,past,10,nat_04213
plural,naturalistic,simple,humanity,The researchers will study the impact of social media,nat_07480.wav,future,9,nat_07480
plural,naturalistic,simple,housing,The walls will be painted a lighter color soon,nat_14562.wav,future,9,nat_14562
singular,naturalistic,dependent,sport,Does the boy who loves soccer not have a ball?,nat_19183.wav,present,10,nat_19183
singular,naturalistic,independent,humanity,Was the novel published so the author could pay debts?,nat_11515.wav,past,10,nat_11515
singular,naturalistic,dependent,basic,Will she like the flowers that I will bring?,nat_08547.wav,future,9,nat_08547
plural,naturalistic,preposition,shopping,The items in the discount section are selling very quickly now,nat_14823.wav,present,11,nat_14823
singular,naturalistic,simple,weather,Did you feel the earthquake strongly?,nat_16923.wav,past,6,nat_16923
singular,naturalistic,preposition,sport,Is the football player on our team not injured?,nat_16363.wav,present,9,nat_16363
plural,naturalistic,preposition,health,Many people with diabetes need to check their sugar levels,nat_14609.wav,present,10,nat_14609
singular,naturalistic,simple,art,Did the photographer capture the perfect sunset shot?,nat_09388.wav,past,8,nat_09388
plural,naturalistic,independent,housing,They will buy a new house but it needs repairs first,nat_10070.wav,future,11,nat_10070
plural,naturalistic,preposition,humanity,They had many friends at the party last night,nat_10860.wav,past,9,nat_10860
singular,naturalistic,dependent,housing,Was the carpet in your old apartment very dirty?,nat_02005.wav,past,9,nat_02005
singular,naturalistic,simple,nature,Can a snake climb a tree?,nat_15887.wav,present,6,nat_15887
singular,naturalistic,independent,basic,Was he not happy when he got the news?,nat_15233.wav,past,9,nat_15233
plural,naturalistic,independent,art,Are the dancers not ready to perform on stage so soon?,nat_13411.wav,present,11,nat_13411
singular,naturalistic,dependent,food,Does the girl who loves sweets have diabetes?,nat_02257.wav,present,8,nat_02257
singular,naturalistic,independent,basic,She doesn't like coffee or tea at all,nat_17052.wav,present,8,nat_17052
plural,naturalistic,independent,humanity,The historians will study old texts for new insights,nat_05574.wav,future,9,nat_05574
singular,naturalistic,simple,relationship,Do I look like my mom?,nat_09083.wav,present,6,nat_09083
plural,naturalistic,independent,work,The workers will go on strike if their demands are ignored,nat_05355.wav,future,11,nat_05355
singular,naturalistic,simple,humanity,Did the people believe in their leader's promises then?,nat_06093.wav,past,9,nat_06093
singular,naturalistic,dependent,emotion,I didn't feel anxious about the exam results,nat_07935.wav,past,8,nat_07935
singular,naturalistic,simple,basic,Was the music too loud inside?,nat_01519.wav,past,6,nat_01519
plural,naturalistic,dependent,food,The girls hadn't been eating sweets for a year,nat_01378.wav,past,9,nat_01378
plural,naturalistic,dependent,relationship,The men who fixed our car were our uncles,nat_15206.wav,past,9,nat_15206
plural,naturalistic,simple,art,Did the artists finish their paintings on time?,nat_13200.wav,past,8,nat_13200
singular,naturalistic,independent,science,The new phone will have a better camera or a bigger screen,nat_18120.wav,future,12,nat_18120
plural,naturalistic,preposition,shopping,The prices of shoes are not low in this market,nat_05842.wav,present,10,nat_05842
singular,naturalistic,simple,emotion,She feels happy when her cat purrs loudly,nat_07122.wav,present,8,nat_07122
plural,naturalistic,independent,emotion,Why are they so angry yet still smiling at people?,nat_16211.wav,present,10,nat_16211
singular,naturalistic,dependent,work,Will the course that she will take not be helpful?,nat_12820.wav,future,10,nat_12820
singular,naturalistic,simple,relationship,Will I see my grandma this summer?,nat_05832.wav,future,7,nat_05832
plural,naturalistic,simple,food,Are the athletes not on a diet?,nat_09821.wav,present,7,nat_09821
singular,naturalistic,simple,sport,The judge will score the performance highly,nat_12718.wav,future,7,nat_12718
plural,naturalistic,simple,relationship,Are the neighbors going to become close friends?,nat_00522.wav,future,8,nat_00522
plural,naturalistic,independent,science,The scientists didn't find a cure but they found a treatment,nat_15372.wav,past,11,nat_15372
plural,naturalistic,simple,housing,Do the tenants pay rent on time?,nat_00234.wav,present,7,nat_00234
plural,naturalistic,independent,science,The teachers explained physics but the students did not understand,nat_12180.wav,past,10,nat_12180
singular,naturalistic,dependent,housing,Does the person living in that house have a big garden?,nat_06318.wav,present,11,nat_06318
singular,naturalistic,preposition,shopping,The cost of the repair was higher than expected,nat_11992.wav,past,9,nat_11992
plural,naturalistic,dependent,emotion,Do the things that make them happy cost money?,nat_18481.wav,future,9,nat_18481
plural,naturalistic,simple,transport,They did not walk to school in winter,nat_01948.wav,past,8,nat_01948
singular,naturalistic,dependent,housing,The man who built this house is not famous,nat_06361.wav,present,9,nat_06361
singular,naturalistic,preposition,relationship,Do you have a brother in college?,nat_19355.wav,present,7,nat_19355
singular,naturalistic,independent,weather,The winter will be cold but not too harsh,nat_18454.wav,future,9,nat_18454
plural,naturalistic,dependent,transport,Are the buses that students take to school reliable?,nat_11684.wav,present,9,nat_11684
singular,naturalistic,preposition,transport,Does she not drive a car to work every day?,nat_15927.wav,present,10,nat_15927
plural,naturalistic,simple,health,The babies were getting their checkups monthly,nat_19031.wav,past,7,nat_19031
plural,naturalistic,dependent,relationship,They had not seen their grandparents in years,nat_02224.wav,past,8,nat_02224
singular,naturalistic,dependent,food,She had been drinking only water for a month,nat_18983.wav,past,9,nat_18983
singular,naturalistic,simple,relationship,Did his sister get good grades in school?,nat_15246.wav,past,8,nat_15246
singular,naturalistic,preposition,food,He had a big plate of spaghetti for dinner,nat_16209.wav,past,9,nat_16209
