theme,type,structure,numer,tense,polarity,sentence,num_words,validity_huge_issue,sentence_id,audio_filename,presents_special_char,cluster,list_index
relationship,declarative,preposition,plural,future,affirmative,Many couples will get married next year happily,8,correct,nat_19642,nat_19642.wav,False,3518,8
art,interrogative,dependent,plural,past,affirmative,Were the dancers who performed on stage professionals?,8,correct,nat_19346,nat_19346.wav,False,2603,8
humanity,interrogative,simple,plural,present,affirmative,Are they studying the history of ancient civilizations now?,9,correct,nat_11877,nat_11877.wav,False,807,8
relationship,declarative,simple,singular,future,affirmative,The girl will look like her mother,7,correct,nat_03235,nat_03235.wav,False,4524,8
relationship,declarative,independent,plural,future,negative,The family will not go on vacation while the father is working,12,correct,nat_12119,nat_12119.wav,False,448,8
health,declarative,preposition,singular,present,affirmative,The person next to me has a broken arm,9,correct,nat_09464,nat_09464.wav,False,493,8
work,declarative,dependent,singular,future,negative,The teacher will not give extra credit to anyone,9,correct,nat_02235,nat_02235.wav,False,3774,8
transport,interrogative,preposition,singular,past,affirmative,Was the road to the hotel very long?,8,correct,nat_17370,nat_17370.wav,False,272,8
food,interrogative,independent,singular,past,affirmative,Was the dessert rich but worth every single bite?,9,correct,nat_12172,nat_12172.wav,False,1673,8
emotion,interrogative,independent,singular,present,affirmative,Do you feel happy when your favorite song is playing loud?,11,correct,nat_11095,nat_11095.wav,False,3338,8
nature,interrogative,dependent,singular,future,affirmative,Will the sun shining brightly make the plants grow fast?,10,correct,nat_18237,nat_18237.wav,False,3412,8
humanity,interrogative,independent,singular,present,negative,Is the museum not open today or is it just closed?,11,correct,nat_05954,nat_05954.wav,False,913,8
transport,interrogative,preposition,plural,past,affirmative,Were the roads in the mountains very steep to drive?,10,correct,nat_05872,nat_05872.wav,False,3411,8
humanity,interrogative,simple,singular,future,negative,Does the artist not plan to attend the festival?,9,correct,nat_12532,nat_12532.wav,False,4857,8
science,declarative,dependent,plural,future,affirmative,Cars with electric engines will be more popular in the future,11,correct,nat_01072,nat_01072.wav,False,1112,8
science,declarative,dependent,singular,future,affirmative,The computer program that I wrote will be very useful,10,correct,nat_06881,nat_06881.wav,False,4208,8
shopping,interrogative,preposition,singular,past,affirmative,Was the service at the store helpful to you?,9,correct,nat_04456,nat_04456.wav,False,186,8
sport,interrogative,preposition,plural,present,affirmative,Do the teams in our league play against each other often?,11,correct,nat_14364,nat_14364.wav,False,2368,8
relationship,declarative,independent,plural,future,affirmative,The neighbors will become friends when they meet often,9,correct,nat_19310,nat_19310.wav,False,1977,8
relationship,declarative,simple,plural,future,affirmative,The kids will make new friends easily,7,correct,nat_13786,nat_13786.wav,False,534,8
housing,declarative,simple,plural,past,affirmative,Our neighbors had a big garage sale,7,correct,nat_07079,nat_07079.wav,False,16,8
emotion,declarative,independent,plural,present,affirmative,They are upset because their plans were cancelled,8,correct,nat_09630,nat_09630.wav,False,2243,8
humanity,declarative,dependent,plural,past,affirmative,The teachers who taught those classes were knowledgeable instructors,9,correct,nat_15545,nat_15545.wav,False,2036,8
shopping,interrogative,dependent,singular,present,affirmative,Is this the store where I can find what I need?,11,correct,nat_13346,nat_13346.wav,False,254,8
art,declarative,preposition,singular,future,affirmative,A beautiful portrait will be painted by the artist next week,11,correct,nat_16614,nat_16614.wav,False,1695,8
food,interrogative,dependent,plural,past,negative,Were the snacks not eaten by the kids who were playing?,11,correct,nat_17357,nat_17357.wav,False,213,8
emotion,interrogative,preposition,singular,present,negative,Is the person next to you not feeling happy today?,10,correct,nat_17838,nat_17838.wav,False,2693,8
work,interrogative,simple,plural,present,affirmative,Do workers get enough paid holidays?,6,correct,nat_06505,nat_06505.wav,False,3646,8
housing,declarative,simple,plural,future,affirmative,The neighbors will be having a yard sale soon,9,correct,nat_00929,nat_00929.wav,False,4359,8
transport,declarative,independent,plural,past,affirmative,The trains were delayed so travelers had to wait,9,correct,nat_02528,nat_02528.wav,False,987,8
shopping,interrogative,dependent,plural,future,affirmative,Do the stores that will open have loyalty programs now?,10,correct,nat_07195,nat_07195.wav,False,3184,8
art,declarative,preposition,plural,future,affirmative,Several art galleries will feature the works of local artists,10,correct,nat_19374,nat_19374.wav,False,4701,8
food,declarative,independent,plural,future,negative,The boys will not eat if they do not like the food,12,correct,nat_18924,nat_18924.wav,False,445,8
nature,interrogative,preposition,plural,past,affirmative,Were the trees in the garden watered by the kids?,10,correct,nat_17555,nat_17555.wav,False,467,8
art,interrogative,independent,singular,past,affirmative,Did the musician play the guitar for years before getting famous?,11,correct,nat_01672,nat_01672.wav,False,2940,8
art,declarative,dependent,singular,past,affirmative,The camera that she used to take the photo was old,11,correct,nat_14735,nat_14735.wav,False,3421,8
health,declarative,simple,plural,present,negative,They do not have health insurance,6,correct,nat_05454,nat_05454.wav,False,2453,8
art,declarative,dependent,plural,present,affirmative,The paintings that hang in the gallery are beautiful works,10,correct,nat_19324,nat_19324.wav,False,999,8
food,declarative,dependent,singular,future,affirmative,I will buy the ingredients that are on sale,9,correct,nat_05070,nat_05070.wav,False,1403,8
nature,declarative,independent,singular,present,negative,The cat is not sleeping nor is it eating now,10,correct,nat_02663,nat_02663.wav,False,4143,8
food,declarative,simple,plural,present,negative,The kids are not eating their lunch,7,correct,nat_05250,nat_05250.wav,False,3311,8
work,interrogative,simple,plural,past,negative,Were the students not satisfied with their exam results?,9,correct,nat_09840,nat_09840.wav,False,3897,8
relationship,declarative,simple,singular,future,affirmative,The new baby will sleep in my room,8,correct,nat_03239,nat_03239.wav,False,2151,8
humanity,declarative,preposition,plural,present,affirmative,The artists from this movement are creating beautiful works together,10,correct,nat_09997,nat_09997.wav,False,1032,8
science,interrogative,dependent,plural,present,negative,Can the machines that they build not think for themselves?,10,correct,nat_06143,nat_06143.wav,False,383,8
science,declarative,preposition,singular,present,affirmative,The keyboard on my laptop is very quiet,8,correct,nat_14199,nat_14199.wav,False,1601,8
shopping,declarative,preposition,plural,past,affirmative,The items on the shelves were arranged by price,9,correct,nat_11162,nat_11162.wav,False,4854,8
emotion,interrogative,dependent,singular,present,affirmative,Is she crying because her mom is leaving her?,9,correct,nat_04262,nat_04262.wav,False,4683,8
humanity,declarative,preposition,plural,past,affirmative,The volunteers from the organization helped many families in need,10,correct,nat_18698,nat_18698.wav,False,5151,8
health,declarative,dependent,singular,past,affirmative,He used to run every day before breakfast,8,correct,nat_08743,nat_08743.wav,False,2128,8
work,declarative,dependent,plural,future,negative,The teachers will not give homework during summer break,9,correct,nat_16871,nat_16871.wav,False,432,8
basic,declarative,independent,singular,present,affirmative,I eat breakfast but my sister eats lunch at home,10,correct,nat_02730,nat_02730.wav,False,2444,8
housing,interrogative,simple,singular,future,affirmative,Is the house going to be very expensive?,8,correct,nat_18804,nat_18804.wav,False,861,8
emotion,declarative,preposition,plural,future,affirmative,People next to me will be crying at the funeral,10,correct,nat_15247,nat_15247.wav,False,2779,8
emotion,declarative,independent,singular,future,affirmative,The girl will be angry but her mom will calm her,11,correct,nat_16939,nat_16939.wav,False,529,8
science,declarative,simple,singular,past,affirmative,The car had been driven over a thousand miles,9,correct,nat_02414,nat_02414.wav,False,4149,8
science,interrogative,preposition,singular,present,affirmative,Does the software on this computer need an update?,9,correct,nat_11276,nat_11276.wav,False,2235,8
transport,interrogative,preposition,singular,past,negative,Had the train not stopped at that station before?,9,correct,nat_17917,nat_17917.wav,False,1216,8
work,declarative,preposition,plural,present,affirmative,The students in the library are studying quietly,8,correct,nat_07921,nat_07921.wav,False,4444,8
shopping,interrogative,simple,plural,past,affirmative,Were those toys available in other colors?,7,correct,nat_14710,nat_14710.wav,False,4340,8
food,declarative,simple,singular,past,affirmative,She ate a bowl of oatmeal,6,correct,nat_12390,nat_12390.wav,False,614,8
shopping,interrogative,independent,singular,past,negative,Did you not find what you were looking for so you left?,12,correct,nat_08612,nat_08612.wav,False,1836,8
weather,declarative,simple,plural,past,affirmative,The mountains were covered in a thick layer of snow,10,correct,nat_19494,nat_19494.wav,False,3220,8
housing,declarative,independent,plural,future,affirmative,They will not be cold because the heating will be fixed,11,correct,nat_13705,nat_13705.wav,False,906,8
health,declarative,preposition,singular,past,affirmative,She had been taking medication for years,7,correct,nat_01421,nat_01421.wav,False,2503,8
humanity,declarative,preposition,singular,past,negative,The woman in the story was not treated fairly then,10,correct,nat_14704,nat_14704.wav,False,1859,8
basic,declarative,preposition,singular,past,negative,She did not eat breakfast at home yesterday,8,correct,nat_06678,nat_06678.wav,False,165,8
emotion,interrogative,simple,singular,present,affirmative,Are you feeling overwhelmed today?,5,correct,nat_10907,nat_10907.wav,False,2054,8
weather,declarative,simple,singular,present,affirmative,The sun rises over the hills,6,correct,nat_08696,nat_08696.wav,False,2120,8
housing,declarative,simple,plural,present,affirmative,These apartments have nice views of the city,8,correct,nat_14050,nat_14050.wav,False,2363,8
relationship,declarative,independent,plural,future,affirmative,Parents will attend the meeting so they can meet teachers,10,correct,nat_19300,nat_19300.wav,False,4106,8
emotion,interrogative,simple,plural,past,affirmative,Were the boys scared of the big roller coaster?,9,correct,nat_03180,nat_03180.wav,False,4209,8
emotion,declarative,preposition,plural,present,negative,The babies in the nursery are not crying loudly now,10,correct,nat_03703,nat_03703.wav,False,2357,8
housing,interrogative,simple,plural,future,negative,Will the new house not have a big backyard then?,10,correct,nat_12063,nat_12063.wav,False,969,8
weather,interrogative,simple,plural,past,affirmative,Did the heatwaves affect many people in the city?,9,correct,nat_08884,nat_08884.wav,False,1472,8
emotion,declarative,independent,plural,present,negative,Some kids are not excited because the party is tomorrow,10,correct,nat_18980,nat_18980.wav,False,2126,8
health,declarative,dependent,plural,past,affirmative,The people who slept well felt more refreshed,8,correct,nat_01129,nat_01129.wav,False,375,8
weather,declarative,dependent,singular,present,affirmative,My mom thinks that summer is her favorite season,9,correct,nat_19207,nat_19207.wav,False,1033,8
weather,interrogative,dependent,plural,past,affirmative,Were the days that followed the hurricane very cloudy?,9,correct,nat_14818,nat_14818.wav,False,4192,8
housing,declarative,simple,singular,future,negative,The new home will not have a big backyard,9,correct,nat_07175,nat_07175.wav,False,4074,8
humanity,interrogative,dependent,singular,future,negative,Is the instrument that he will play not difficult to learn?,11,correct,nat_04032,nat_04032.wav,False,33,8
art,declarative,simple,singular,future,affirmative,A new art gallery will open in the city soon,10,correct,nat_09575,nat_09575.wav,False,3204,8
health,declarative,simple,plural,past,affirmative,Many people used to smoke in public places,8,correct,nat_08553,nat_08553.wav,False,2401,8
science,declarative,independent,singular,past,affirmative,The astronomer used a telescope to study stars,8,correct,nat_12478,nat_12478.wav,False,364,8
food,interrogative,dependent,plural,present,affirmative,Do the people who follow this diet lose weight fast?,10,correct,nat_10518,nat_10518.wav,False,476,8
science,declarative,dependent,plural,future,affirmative,The programmers who learn new languages will be in demand,10,correct,nat_01081,nat_01081.wav,False,195,8
transport,declarative,dependent,singular,past,affirmative,The car that I bought was very expensive,8,correct,nat_01909,nat_01909.wav,False,2594,8
nature,declarative,preposition,plural,future,negative,The forests near the cities will not be safe,9,correct,nat_02231,nat_02231.wav,False,1278,8
science,declarative,dependent,singular,present,affirmative,The phone in my pocket is fully charged,8,correct,nat_07410,nat_07410.wav,False,885,8
science,interrogative,independent,singular,past,affirmative,Did the scientist discover a new element when experimenting?,9,correct,nat_01854,nat_01854.wav,False,2228,8
humanity,interrogative,preposition,plural,past,negative,Were the pictures in the gallery not created by local artists?,11,correct,nat_12344,nat_12344.wav,False,666,8
health,declarative,independent,singular,present,negative,His sister is not hungry nor is she thirsty now,10,correct,nat_16289,nat_16289.wav,False,726,8
art,interrogative,independent,plural,past,negative,Did the students not learn about art history but about music instead?,12,correct,nat_07029,nat_07029.wav,False,2520,8
emotion,declarative,independent,plural,future,affirmative,The children will feel anxious because they are waiting,9,correct,nat_14904,nat_14904.wav,False,2404,8
weather,interrogative,dependent,singular,present,negative,Does the sun not shine brightly in spring?,8,correct,nat_02086,nat_02086.wav,False,533,8
weather,interrogative,dependent,plural,present,affirmative,Do the trees that lose their leaves in autumn grow back quickly?,12,correct,nat_02352,nat_02352.wav,False,112,8
sport,interrogative,dependent,singular,future,affirmative,Does the wrestler who will fight next think he can win?,11,correct,nat_05796,nat_05796.wav,False,3275,8
health,declarative,preposition,singular,present,affirmative,The book on my table is about depression,8,correct,nat_09467,nat_09467.wav,False,3176,8
food,interrogative,simple,singular,future,affirmative,Will his sister be making lunch for him?,8,correct,nat_05170,nat_05170.wav,False,4969,8
shopping,declarative,independent,singular,present,negative,The product is not on sale nor is it discounted,10,correct,nat_03301,nat_03301.wav,False,422,8
humanity,interrogative,dependent,plural,future,affirmative,Will the economists who analyze data predict a recession?,9,correct,nat_06564,nat_06564.wav,False,1739,8
weather,interrogative,preposition,singular,future,affirmative,Will it be icy on the road tomorrow morning?,9,correct,nat_14846,nat_14846.wav,False,1861,8
sport,interrogative,dependent,singular,future,affirmative,Will the bodybuilder who has the biggest muscles win the title?,11,correct,nat_05801,nat_05801.wav,False,218,8
humanity,declarative,independent,plural,future,affirmative,The journalists will write articles but also make videos,9,correct,nat_11955,nat_11955.wav,False,1157,8
relationship,declarative,dependent,plural,present,affirmative,Our relatives are always visiting us during the holidays now,10,correct,nat_17544,nat_17544.wav,False,5133,8
work,interrogative,dependent,plural,past,negative,Were the jobs the government created not stable enough?,9,correct,nat_14637,nat_14637.wav,False,2239,8
weather,declarative,simple,singular,present,affirmative,My mom loves the smell of rain,7,correct,nat_08688,nat_08688.wav,False,1532,8
science,declarative,simple,plural,past,affirmative,Researchers found a cure for the disease finally,8,correct,nat_19756,nat_19756.wav,False,71,8
emotion,interrogative,independent,plural,past,negative,Did the dogs not look unhappy when they were left alone?,11,correct,nat_05743,nat_05743.wav,False,5134,8
basic,declarative,dependent,singular,past,affirmative,You had been eating the cake quickly,7,correct,nat_08652,nat_08652.wav,False,352,8
nature,declarative,simple,singular,past,affirmative,The owl had perched on a branch of the tree,10,correct,nat_09155,nat_09155.wav,False,4553,8
relationship,interrogative,simple,singular,present,negative,Am I not invited to the party?,7,correct,nat_00746,nat_00746.wav,False,2570,8
shopping,interrogative,simple,singular,present,negative,Does the store not offer free shipping?,7,correct,nat_06407,nat_06407.wav,False,4779,8
relationship,declarative,simple,plural,present,affirmative,The children are learning from their parents,7,correct,nat_07103,nat_07103.wav,False,1535,8
sport,interrogative,independent,plural,present,affirmative,Why do athletes train so hard yet get injured?,9,correct,nat_18635,nat_18635.wav,False,101,8
shopping,interrogative,independent,plural,past,negative,Were the customers not satisfied with the services they got?,10,correct,nat_06415,nat_06415.wav,False,5189,8
transport,interrogative,simple,singular,present,negative,Does she not drive to work every day?,8,correct,nat_02094,nat_02094.wav,False,3740,8
transport,declarative,independent,plural,present,affirmative,Many tourists visit the mountains where they can hike,9,correct,nat_17688,nat_17688.wav,False,900,8
food,declarative,preposition,singular,future,affirmative,He will make a smoothie with frozen berries tonight,9,correct,nat_15172,nat_15172.wav,False,242,8
weather,interrogative,independent,singular,past,affirmative,Was the weather cold or was it just windy?,9,correct,nat_16730,nat_16730.wav,False,1963,8
weather,interrogative,simple,plural,future,affirmative,Do the seasons change quickly in the future?,8,correct,nat_15315,nat_15315.wav,False,2333,8
sport,interrogative,preposition,plural,future,affirmative,Will the footballers on our side score many goals?,9,correct,nat_19069,nat_19069.wav,False,2489,8
art,declarative,independent,plural,past,affirmative,The musicians played their instruments so the crowd started dancing,10,correct,nat_10119,nat_10119.wav,False,2543,8
humanity,declarative,independent,plural,past,affirmative,The workers had been on strike for weeks so they were tired,12,correct,nat_07892,nat_07892.wav,False,1092,8
sport,interrogative,simple,singular,past,affirmative,Had the skier gone down the mountain?,7,correct,nat_11210,nat_11210.wav,False,1100,8
housing,declarative,dependent,plural,present,affirmative,The rooms that get lots of sunlight are my favorite,10,correct,nat_07240,nat_07240.wav,False,4353,8
emotion,declarative,independent,singular,present,affirmative,I love to dance or sing when I am feeling happy,11,correct,nat_19582,nat_19582.wav,False,1701,8
weather,declarative,preposition,singular,present,affirmative,The sky is filled with dark clouds at sunset,9,correct,nat_01109,nat_01109.wav,False,2984,8
art,declarative,dependent,singular,future,affirmative,She will write a novel that will become a bestseller,10,correct,nat_04778,nat_04778.wav,False,3259,8
nature,declarative,dependent,singular,future,affirmative,The flower that I will give her is her favorite,10,correct,nat_09085,nat_09085.wav,False,964,8
emotion,interrogative,simple,singular,future,affirmative,Will the little girl be thrilled at the party?,9,correct,nat_10493,nat_10493.wav,False,578,8
weather,declarative,preposition,plural,present,affirmative,Storms in the summer are very common nowadays,8,correct,nat_00780,nat_00780.wav,False,4302,8
science,interrogative,preposition,singular,future,affirmative,Is the person behind you good at programming languages?,9,correct,nat_04421,nat_04421.wav,False,1978,8
work,interrogative,dependent,singular,future,affirmative,Does she know what career she will pursue?,8,correct,nat_11378,nat_11378.wav,False,625,8
basic,interrogative,preposition,plural,past,affirmative,Did the kids in front of the house play together yesterday?,11,correct,nat_09287,nat_09287.wav,False,2039,8
weather,declarative,independent,plural,future,affirmative,The leaves will fall but trees will grow new ones,10,correct,nat_03949,nat_03949.wav,False,112,8
transport,declarative,dependent,singular,present,affirmative,My mom is taking the train that arrives tonight,9,correct,nat_00803,nat_00803.wav,False,515,8
shopping,declarative,dependent,plural,present,negative,The products that they sell do not last long,9,correct,nat_05433,nat_05433.wav,False,1633,8
health,interrogative,preposition,plural,past,affirmative,Were the babies in the nursery born with health problems?,10,correct,nat_12676,nat_12676.wav,False,908,8
basic,declarative,simple,plural,present,affirmative,The kids say sorry when they fight,7,correct,nat_07211,nat_07211.wav,False,1080,8
emotion,interrogative,preposition,plural,present,affirmative,Do the neighbors across the street look friendly?,8,correct,nat_05415,nat_05415.wav,False,990,8
humanity,interrogative,preposition,singular,present,negative,Does the person next to you not like history?,9,correct,nat_02011,nat_02011.wav,False,1260,8
shopping,interrogative,simple,singular,past,affirmative,Did you see any interesting products on display?,8,correct,nat_19567,nat_19567.wav,False,1131,8
emotion,declarative,independent,plural,present,negative,The players are not confident so they are losing games,10,correct,nat_18987,nat_18987.wav,False,269,8
humanity,declarative,simple,plural,past,affirmative,The media reported on the crisis yesterday,7,correct,nat_01200,nat_01200.wav,False,961,8
science,interrogative,dependent,plural,present,affirmative,Are the cars that mechanics repair running well?,8,correct,nat_03204,nat_03204.wav,False,4356,8
weather,interrogative,preposition,plural,past,affirmative,Did the kids enjoy playing in the warm sunshine?,9,correct,nat_15940,nat_15940.wav,False,3668,8
science,interrogative,simple,plural,future,affirmative,Will scientists discover a cure for all diseases?,8,correct,nat_02109,nat_02109.wav,False,3546,8
humanity,interrogative,independent,plural,past,affirmative,Were the dancers performing for a big audience tonight?,9,correct,nat_18480,nat_18480.wav,False,3170,8
relationship,declarative,independent,plural,future,affirmative,The boys will help their parents with household chores daily,10,correct,nat_19311,nat_19311.wav,False,5115,8
basic,interrogative,dependent,plural,past,affirmative,Did the kids you met like playing with your dogs?,10,correct,nat_01963,nat_01963.wav,False,4521,8
science,declarative,dependent,plural,present,affirmative,Kids who learn programming are very smart,7,correct,nat_19386,nat_19386.wav,False,329,8
emotion,declarative,independent,plural,future,affirmative,The kids will be thrilled or they will be disappointed,10,correct,nat_14900,nat_14900.wav,False,578,8
relationship,interrogative,independent,singular,present,negative,Does he not love his family but care about his friends?,11,correct,nat_15856,nat_15856.wav,False,42,8
transport,declarative,preposition,singular,past,affirmative,She bought a ticket at the airport counter,8,correct,nat_12785,nat_12785.wav,False,772,8
work,declarative,independent,singular,future,affirmative,The new employee will learn quickly but still make some mistakes,11,correct,nat_08540,nat_08540.wav,False,382,8
work,declarative,independent,plural,present,affirmative,They are studying for exams because they want good grades now,11,correct,nat_16031,nat_16031.wav,False,704,8
shopping,declarative,simple,singular,future,affirmative,He will go shopping with his sister tonight,8,correct,nat_13146,nat_13146.wav,False,43,8
weather,declarative,preposition,plural,future,affirmative,The heat will be unbearable in the city this summer,10,correct,nat_04904,nat_04904.wav,False,4438,8
shopping,declarative,preposition,singular,past,negative,The shoes in the window were not on sale last month,11,correct,nat_13219,nat_13219.wav,False,4933,8
emotion,interrogative,independent,singular,present,affirmative,Why do I feel so angry when my brother teases me?,11,correct,nat_11087,nat_11087.wav,False,3361,8
shopping,interrogative,independent,plural,present,affirmative,Do they sell shoes but not clothes in that store?,10,correct,nat_16664,nat_16664.wav,False,3013,8
sport,declarative,preposition,singular,future,affirmative,The football player with the number seven will score,9,correct,nat_12591,nat_12591.wav,False,233,8
health,declarative,dependent,plural,future,negative,The employees will not be able to work due to depression,11,correct,nat_04749,nat_04749.wav,False,2736,8
basic,declarative,preposition,singular,past,affirmative,You used to visit me every week last year,9,correct,nat_07778,nat_07778.wav,False,93,8
shopping,interrogative,simple,singular,future,affirmative,Will she be able to afford the expensive dress?,9,correct,nat_03779,nat_03779.wav,False,1107,8
weather,interrogative,dependent,singular,past,affirmative,Had the weather changed by the time they arrived?,9,correct,nat_08867,nat_08867.wav,False,1974,8
science,interrogative,independent,plural,present,affirmative,Are cars designed for speed or for safety features?,9,correct,nat_06932,nat_06932.wav,False,3118,8
humanity,declarative,dependent,plural,future,affirmative,The countries that cooperate will achieve common goals faster,9,correct,nat_17726,nat_17726.wav,False,1588,8
housing,declarative,preposition,plural,present,affirmative,The shelves in the closet are too narrow,8,correct,nat_16066,nat_16066.wav,False,115,8
sport,interrogative,simple,singular,future,affirmative,Will my brother attend the basketball game tonight?,8,correct,nat_04536,nat_04536.wav,False,522,8
housing,declarative,independent,plural,present,affirmative,They are buying a new house but it needs repairs,10,correct,nat_19923,nat_19923.wav,False,889,8
shopping,interrogative,independent,singular,past,affirmative,Did she buy the shoes because they were on sale?,10,correct,nat_03645,nat_03645.wav,False,1297,8
art,interrogative,preposition,singular,future,negative,Will she not be writing a novel in her free time?,11,correct,nat_02885,nat_02885.wav,False,653,8
sport,declarative,dependent,singular,future,affirmative,He will be playing in the final round tomorrow,9,correct,nat_19883,nat_19883.wav,False,454,8
relationship,declarative,dependent,plural,future,negative,The kids who will be crying are not my children,10,correct,nat_09916,nat_09916.wav,False,3616,8
basic,declarative,independent,plural,past,affirmative,They were leaving when we said goodbye to them,9,correct,nat_07967,nat_07967.wav,False,593,8
humanity,interrogative,simple,singular,future,negative,Will the concert not be sold out?,7,correct,nat_12536,nat_12536.wav,False,1244,8
emotion,interrogative,independent,singular,present,negative,Does she feel sad but still go to work every day?,11,correct,nat_13194,nat_13194.wav,False,1253,8
relationship,declarative,preposition,singular,future,negative,My best friend will not be moving away soon,9,correct,nat_13457,nat_13457.wav,False,3888,8
weather,declarative,independent,plural,past,affirmative,We had a heatwave yet the nights were still cool,10,correct,nat_13623,nat_13623.wav,False,2201,8
food,declarative,simple,singular,future,affirmative,The smoothie will be made with yogurt,7,correct,nat_03270,nat_03270.wav,False,825,8
art,declarative,dependent,plural,present,negative,The writers who are famous now are not very talented,10,correct,nat_13655,nat_13655.wav,False,5148,8
transport,interrogative,dependent,singular,past,affirmative,Had the bus that he was on arrived late?,9,correct,nat_04630,nat_04630.wav,False,9,8
health,interrogative,simple,singular,present,negative,Am I not eating a healthy diet?,7,correct,nat_03514,nat_03514.wav,False,1355,8
food,interrogative,preposition,singular,present,affirmative,Is the kitchen in your house very small?,8,correct,nat_09898,nat_09898.wav,False,227,8
housing,declarative,independent,plural,past,negative,The houses were not sold nor were the apartments rented,10,correct,nat_13206,nat_13206.wav,False,221,8
relationship,interrogative,simple,plural,future,negative,Will the relatives not be visiting for the holidays?,9,correct,nat_06095,nat_06095.wav,False,5133,8
basic,interrogative,dependent,plural,present,affirmative,Do the girls that are dancing want to take a rest?,11,correct,nat_14452,nat_14452.wav,False,2481,8
food,declarative,preposition,plural,present,negative,The meals at this restaurant are not worth the money,10,correct,nat_10709,nat_10709.wav,False,3992,8
relationship,declarative,preposition,singular,past,negative,She did not live with her parents,7,correct,nat_12690,nat_12690.wav,False,2391,8
art,declarative,preposition,plural,past,negative,The art students did not like their new teacher,9,correct,nat_04351,nat_04351.wav,False,1818,8
transport,interrogative,simple,singular,past,affirmative,Was the road closed due to snow?,7,correct,nat_13639,nat_13639.wav,False,1385,8
relationship,interrogative,dependent,plural,past,affirmative,Were the parents of the kids you coached very involved?,10,correct,nat_00278,nat_00278.wav,False,4961,8
sport,declarative,independent,plural,future,affirmative,The coaches will give advice because they are experienced,9,correct,nat_17177,nat_17177.wav,False,169,8
shopping,interrogative,dependent,plural,past,affirmative,Were the products that they bought on sale last week?,10,correct,nat_02154,nat_02154.wav,False,3543,8
shopping,declarative,preposition,plural,future,affirmative,Many shoppers will look for discounts on the internet daily,10,correct,nat_04849,nat_04849.wav,False,707,8
transport,interrogative,simple,plural,past,affirmative,Had trains been delayed that morning?,6,correct,nat_18427,nat_18427.wav,False,987,8
science,declarative,preposition,plural,present,affirmative,The engines of planes are very complex machines,8,correct,nat_17427,nat_17427.wav,False,3864,8
health,declarative,preposition,singular,future,affirmative,The kid with a cold will drink hot tea tonight,10,correct,nat_00697,nat_00697.wav,False,100,8
emotion,declarative,independent,plural,past,negative,We did not feel happy when we got the bad news,11,correct,nat_16631,nat_16631.wav,False,1437,8
basic,interrogative,preposition,singular,past,affirmative,Had she been living in the house on the hill?,10,correct,nat_04110,nat_04110.wav,False,2116,8
nature,interrogative,preposition,singular,present,affirmative,Does a fish swim quickly through the deep water?,9,correct,nat_16110,nat_16110.wav,False,1309,8
weather,declarative,preposition,plural,future,affirmative,Storms will be coming to the eastern coast this summer,10,correct,nat_04891,nat_04891.wav,False,1972,8
science,declarative,preposition,plural,present,affirmative,The lights in the lab are shining very brightly,9,correct,nat_17422,nat_17422.wav,False,4471,8
health,declarative,dependent,plural,future,negative,Many will not be able to afford mental health treatment soon,11,correct,nat_04747,nat_04747.wav,False,1107,8
housing,interrogative,dependent,singular,present,affirmative,Does he think that the house is worth the price asked?,11,correct,nat_14548,nat_14548.wav,False,1735,8
food,declarative,simple,singular,future,affirmative,The new restaurant will serve Italian dishes,7,correct,nat_03261,nat_03261.wav,False,1413,8
weather,interrogative,preposition,singular,present,negative,Does the rain not fall heavily in spring?,8,correct,nat_08633,nat_08633.wav,False,880,8
basic,interrogative,simple,plural,past,affirmative,Had the students finished their projects?,6,correct,nat_19098,nat_19098.wav,False,125,8
sport,declarative,preposition,singular,present,affirmative,The man behind the counter sells sports equipment,8,correct,nat_15637,nat_15637.wav,False,2118,8
food,declarative,preposition,plural,present,negative,We do not have food in the fridge tonight,9,correct,nat_10705,nat_10705.wav,False,1029,9
humanity,declarative,preposition,plural,future,affirmative,The study of languages will become more important soon,9,correct,nat_01150,nat_01150.wav,False,709,9
basic,declarative,dependent,plural,present,negative,The people who are waiting are not our customers,9,correct,nat_12572,nat_12572.wav,False,4014,9
transport,declarative,independent,plural,present,affirmative,My friends are taking a taxi but we are walking,10,correct,nat_17696,nat_17696.wav,False,1480,9
humanity,interrogative,independent,singular,past,affirmative,Was the book written when the author was still young?,10,correct,nat_09664,nat_09664.wav,False,2084,9
emotion,declarative,dependent,plural,future,affirmative,The emotions that we hide will come out eventually,9,correct,nat_04047,nat_04047.wav,False,4464,9
food,declarative,independent,plural,future,negative,The children will not eat fruits because they do not like them,12,correct,nat_18930,nat_18930.wav,False,699,9
art,declarative,dependent,plural,past,affirmative,They had learned to dance when they were young girls,10,correct,nat_17866,nat_17866.wav,False,3914,9
science,interrogative,preposition,plural,future,negative,Are the cars of the future not going to fly?,10,correct,nat_18952,nat_18952.wav,False,3741,9
shopping,interrogative,simple,plural,present,affirmative,Do they offer free gift wrapping?,6,correct,nat_06129,nat_06129.wav,False,970,9
science,declarative,dependent,singular,future,affirmative,A scientist who studies physics will win the award tomorrow,10,correct,nat_06870,nat_06870.wav,False,1928,9
emotion,declarative,dependent,singular,future,affirmative,The song that I will sing tomorrow will bring happiness,10,correct,nat_08309,nat_08309.wav,False,1206,9
