set_number,sentID_in_set,theme,numerosity,tense,sentence,word_count,structure,sentID_in_dataset,sentence_id,audio_filename
35,14,nature,singular,present,The farmer who the advisor helped diligently grows a big plant.,11,standard_object_b,830,ctr_00829,ctr_00829.wav
35,15,nature,singular,present,The skilled farmer who the advisor helped grows a big plant.,11,standard_object_c,831,ctr_00830,ctr_00830.wav
35,16,nature,singular,present,The skilled farmer who the advisor helped diligently grows a big plant.,12,standard_object_d,832,ctr_00831,ctr_00831.wav
35,17,nature,singular,present,The farmer who read the book that had useful tips grows a big plant.,14,nested_subject_a,833,ctr_00832,ctr_00832.wav
35,18,nature,singular,present,The farmer who read the book that had useful tips diligently grows a big plant.,15,nested_subject_b,834,ctr_00833,ctr_00833.wav
35,19,nature,singular,present,The skilled farmer who read the book that had useful tips grows a big plant.,15,nested_subject_c,835,ctr_00834,ctr_00834.wav
35,20,nature,singular,present,The skilled farmer who read the book that had useful tips diligently grows a big plant.,16,nested_subject_d,836,ctr_00835,ctr_00835.wav
36,1,relationship,plural,past,The brothers ate big sandwiches.,5,baseline_a,841,ctr_00840,ctr_00840.wav
36,2,relationship,plural,past,The brothers hungrily ate big sandwiches.,6,baseline_b,842,ctr_00841,ctr_00841.wav
36,3,relationship,plural,past,The happy brothers ate big sandwiches.,6,baseline_c,843,ctr_00842,ctr_00842.wav
36,4,relationship,plural,past,The happy brothers hungrily ate big sandwiches.,7,baseline_d,844,ctr_00843,ctr_00843.wav
36,5,relationship,plural,past,The brothers in the garden ate big sandwiches.,8,control_a,845,ctr_00844,ctr_00844.wav
36,6,relationship,plural,past,The brothers in the garden hungrily ate big sandwiches.,9,control_b,846,ctr_00845,ctr_00845.wav
36,7,relationship,plural,past,The happy brothers in the garden ate big sandwiches.,9,control_c,847,ctr_00846,ctr_00846.wav
36,8,relationship,plural,past,The happy brothers in the garden hungrily ate big sandwiches.,10,control_d,848,ctr_00847,ctr_00847.wav
36,9,relationship,plural,past,The brothers who studied music ate big sandwiches.,8,standard_subject_a,849,ctr_00848,ctr_00848.wav
36,10,relationship,plural,past,The brothers who studied music hungrily ate big sandwiches.,9,standard_subject_b,850,ctr_00849,ctr_00849.wav
36,11,relationship,plural,past,The happy brothers who studied music ate big sandwiches.,9,standard_subject_c,851,ctr_00850,ctr_00850.wav
36,12,relationship,plural,past,The happy brothers who studied music hungrily ate big sandwiches.,10,standard_subject_d,852,ctr_00851,ctr_00851.wav
36,13,relationship,plural,past,The brothers who the parents praised ate big sandwiches.,9,standard_object_a,853,ctr_00852,ctr_00852.wav
36,14,relationship,plural,past,The brothers who the parents praised hungrily ate big sandwiches.,10,standard_object_b,854,ctr_00853,ctr_00853.wav
36,15,relationship,plural,past,The happy brothers who the parents praised ate big sandwiches.,10,standard_object_c,855,ctr_00854,ctr_00854.wav
36,16,relationship,plural,past,The happy brothers who the parents praised hungrily ate big sandwiches.,11,standard_object_d,856,ctr_00855,ctr_00855.wav
36,17,relationship,plural,past,The brothers who saw the games that were exciting ate big sandwiches.,12,nested_subject_a,857,ctr_00856,ctr_00856.wav
36,18,relationship,plural,past,The brothers who saw the games that were exciting hungrily ate big sandwiches.,13,nested_subject_b,858,ctr_00857,ctr_00857.wav
36,19,relationship,plural,past,The happy brothers who saw the games that were exciting ate big sandwiches.,13,nested_subject_c,859,ctr_00858,ctr_00858.wav
36,20,relationship,plural,past,The happy brothers who saw the games that were exciting hungrily ate big sandwiches.,14,nested_subject_d,860,ctr_00859,ctr_00859.wav
37,1,relationship,plural,present,The siblings support their friends.,4,baseline_a,865,ctr_00864,ctr_00864.wav
37,2,relationship,plural,present,The siblings always support their friends.,5,baseline_b,866,ctr_00865,ctr_00865.wav
37,3,relationship,plural,present,The happy siblings support their friends.,6,baseline_c,867,ctr_00866,ctr_00866.wav
37,4,relationship,plural,present,The happy siblings always support their friends.,7,baseline_d,868,ctr_00867,ctr_00867.wav
37,5,relationship,plural,present,The siblings in the house support their friends.,8,control_a,869,ctr_00868,ctr_00868.wav
37,6,relationship,plural,present,The siblings in the house always support their friends.,9,control_b,870,ctr_00869,ctr_00869.wav
37,7,relationship,plural,present,The happy siblings in the house support their friends.,9,control_c,871,ctr_00870,ctr_00870.wav
37,8,relationship,plural,present,The happy siblings in the house always support their friends.,10,control_d,872,ctr_00871,ctr_00871.wav
37,9,relationship,plural,present,The siblings who share toys support their friends.,8,standard_subject_a,873,ctr_00872,ctr_00872.wav
37,10,relationship,plural,present,The siblings who share toys always support their friends.,9,standard_subject_b,874,ctr_00873,ctr_00873.wav
37,11,relationship,plural,present,The happy siblings who share toys support their friends.,9,standard_subject_c,875,ctr_00874,ctr_00874.wav
37,12,relationship,plural,present,The happy siblings who share toys always support their friends.,10,standard_subject_d,876,ctr_00875,ctr_00875.wav
37,13,relationship,plural,present,The siblings who the parents taught support their friends.,9,standard_object_a,877,ctr_00876,ctr_00876.wav
37,14,relationship,plural,present,The siblings who the parents taught always support their friends.,10,standard_object_b,878,ctr_00877,ctr_00877.wav
37,15,relationship,plural,present,The happy siblings who the parents taught support their friends.,10,standard_object_c,879,ctr_00878,ctr_00878.wav
37,16,relationship,plural,present,The happy siblings who the parents taught always support their friends.,11,standard_object_d,880,ctr_00879,ctr_00879.wav
37,17,relationship,plural,present,The siblings who saw the pictures that were in the book support their friends.,14,nested_subject_a,881,ctr_00880,ctr_00880.wav
37,18,relationship,plural,present,The siblings who saw the pictures that were in the book always support their friends.,15,nested_subject_b,882,ctr_00881,ctr_00881.wav
37,19,relationship,plural,present,The happy siblings who saw the pictures that were in the book support their friends.,15,nested_subject_c,883,ctr_00882,ctr_00882.wav
37,20,relationship,plural,present,The happy siblings who saw the pictures that were in the book always support their friends.,16,nested_subject_d,884,ctr_00883,ctr_00883.wav
38,1,relationship,singular,past,The parent read a book.,5,baseline_a,889,ctr_00888,ctr_00888.wav
38,2,relationship,singular,past,The parent attentively read a book.,6,baseline_b,890,ctr_00889,ctr_00889.wav
38,3,relationship,singular,past,The loving parent read a book.,6,baseline_c,891,ctr_00890,ctr_00890.wav
38,4,relationship,singular,past,The loving parent attentively read a book.,7,baseline_d,892,ctr_00891,ctr_00891.wav
38,5,relationship,singular,past,The parent in the house read a book.,8,control_a,893,ctr_00892,ctr_00892.wav
38,6,relationship,singular,past,The parent in the house attentively read a book.,9,control_b,894,ctr_00893,ctr_00893.wav
38,7,relationship,singular,past,The loving parent in the house read a book.,9,control_c,895,ctr_00894,ctr_00894.wav
38,8,relationship,singular,past,The loving parent in the house attentively read a book.,10,control_d,896,ctr_00895,ctr_00895.wav
38,9,relationship,singular,past,The parent who sang well read a book.,8,standard_subject_a,897,ctr_00896,ctr_00896.wav
38,10,relationship,singular,past,The parent who sang well attentively read a book.,9,standard_subject_b,898,ctr_00897,ctr_00897.wav
38,11,relationship,singular,past,The loving parent who sang well read a book.,9,standard_subject_c,899,ctr_00898,ctr_00898.wav
38,12,relationship,singular,past,The loving parent who sang well attentively read a book.,10,standard_subject_d,900,ctr_00899,ctr_00899.wav
38,13,relationship,singular,past,The parent who the friend helped read a book.,9,standard_object_a,901,ctr_00900,ctr_00900.wav
38,14,relationship,singular,past,The parent who the friend helped attentively read a book.,10,standard_object_b,902,ctr_00901,ctr_00901.wav
38,15,relationship,singular,past,The loving parent who the friend helped read a book.,10,standard_object_c,903,ctr_00902,ctr_00902.wav
38,16,relationship,singular,past,The loving parent who the friend helped attentively read a book.,11,standard_object_d,904,ctr_00903,ctr_00903.wav
38,17,relationship,singular,past,The parent who watched the movie that was recommended read a book.,12,nested_subject_a,905,ctr_00904,ctr_00904.wav
38,18,relationship,singular,past,The parent who watched the movie that was recommended attentively read a book.,13,nested_subject_b,906,ctr_00905,ctr_00905.wav
38,19,relationship,singular,past,The loving parent who watched the movie that was recommended read a book.,13,nested_subject_c,907,ctr_00906,ctr_00906.wav
38,20,relationship,singular,past,The loving parent who watched the movie that was recommended attentively read a book.,14,nested_subject_d,908,ctr_00907,ctr_00907.wav
39,1,relationship,singular,present,The baby looks at the ball.,6,baseline_a,913,ctr_00912,ctr_00912.wav
39,2,relationship,singular,present,The baby curiously looks at the ball.,7,baseline_b,914,ctr_00913,ctr_00913.wav
39,3,relationship,singular,present,The cute baby looks at the ball.,7,baseline_c,915,ctr_00914,ctr_00914.wav
39,4,relationship,singular,present,The cute baby curiously looks at the ball.,8,baseline_d,916,ctr_00915,ctr_00915.wav
39,5,relationship,singular,present,The baby in the playpen looks at the ball.,9,control_a,917,ctr_00916,ctr_00916.wav
39,6,relationship,singular,present,The baby in the playpen curiously looks at the ball.,10,control_b,918,ctr_00917,ctr_00917.wav
39,7,relationship,singular,present,The cute baby in the playpen looks at the ball.,10,control_c,919,ctr_00918,ctr_00918.wav
39,8,relationship,singular,present,The cute baby in the playpen curiously looks at the ball.,11,control_d,920,ctr_00919,ctr_00919.wav
39,9,relationship,singular,present,The baby who drinks milk looks at the ball.,9,standard_subject_a,921,ctr_00920,ctr_00920.wav
39,10,relationship,singular,present,The baby who drinks milk curiously looks at the ball.,10,standard_subject_b,922,ctr_00921,ctr_00921.wav
39,11,relationship,singular,present,The cute baby who drinks milk looks at the ball.,10,standard_subject_c,923,ctr_00922,ctr_00922.wav
39,12,relationship,singular,present,The cute baby who drinks milk curiously looks at the ball.,11,standard_subject_d,924,ctr_00923,ctr_00923.wav
39,13,relationship,singular,present,The baby who the babysitter calms looks at the ball.,10,standard_object_a,925,ctr_00924,ctr_00924.wav
39,14,relationship,singular,present,The baby who the babysitter calms curiously looks at the ball.,11,standard_object_b,926,ctr_00925,ctr_00925.wav
39,15,relationship,singular,present,The cute baby who the babysitter calms looks at the ball.,11,standard_object_c,927,ctr_00926,ctr_00926.wav
39,16,relationship,singular,present,The cute baby who the babysitter calms curiously looks at the ball.,12,standard_object_d,928,ctr_00927,ctr_00927.wav
39,17,relationship,singular,present,The baby who tastes the fruit that has spots looks at the ball.,13,nested_subject_a,929,ctr_00928,ctr_00928.wav
39,18,relationship,singular,present,The baby who tastes the fruit that has spots curiously looks at the ball.,14,nested_subject_b,930,ctr_00929,ctr_00929.wav
39,19,relationship,singular,present,The cute baby who tastes the fruit that has spots looks at the ball.,14,nested_subject_c,931,ctr_00930,ctr_00930.wav
39,20,relationship,singular,present,The cute baby who tastes the fruit that has spots curiously looks at the ball.,15,nested_subject_d,932,ctr_00931,ctr_00931.wav
40,1,science,plural,past,The physicists analyzed the data.,5,baseline_a,937,ctr_00936,ctr_00936.wav
40,2,science,plural,past,The physicists carefully analyzed the data.,6,baseline_b,938,ctr_00937,ctr_00937.wav
40,3,science,plural,past,The skilled physicists analyzed the data.,6,baseline_c,939,ctr_00938,ctr_00938.wav
40,4,science,plural,past,The skilled physicists carefully analyzed the data.,7,baseline_d,940,ctr_00939,ctr_00939.wav
40,5,science,plural,past,The physicists in the lab analyzed the data.,8,control_a,941,ctr_00940,ctr_00940.wav
40,6,science,plural,past,The physicists in the lab carefully analyzed the data.,9,control_b,942,ctr_00941,ctr_00941.wav
40,7,science,plural,past,The skilled physicists in the lab analyzed the data.,9,control_c,943,ctr_00942,ctr_00942.wav
40,8,science,plural,past,The skilled physicists in the lab carefully analyzed the data.,10,control_d,944,ctr_00943,ctr_00943.wav
40,9,science,plural,past,The physicists who studied math analyzed the data.,8,standard_subject_a,945,ctr_00944,ctr_00944.wav
40,10,science,plural,past,The physicists who studied math carefully analyzed the data.,9,standard_subject_b,946,ctr_00945,ctr_00945.wav
40,11,science,plural,past,The skilled physicists who studied math analyzed the data.,9,standard_subject_c,947,ctr_00946,ctr_00946.wav
40,12,science,plural,past,The skilled physicists who studied math carefully analyzed the data.,10,standard_subject_d,948,ctr_00947,ctr_00947.wav
40,13,science,plural,past,The physicists who the engineers helped analyzed the data.,9,standard_object_a,949,ctr_00948,ctr_00948.wav
40,14,science,plural,past,The physicists who the engineers helped carefully analyzed the data.,10,standard_object_b,950,ctr_00949,ctr_00949.wav
40,15,science,plural,past,The skilled physicists who the engineers helped analyzed the data.,10,standard_object_c,951,ctr_00950,ctr_00950.wav
40,16,science,plural,past,The skilled physicists who the engineers helped carefully analyzed the data.,11,standard_object_d,952,ctr_00951,ctr_00951.wav
40,17,science,plural,past,The physicists who created the models that simulated the processes analyzed the data.,13,nested_subject_a,953,ctr_00952,ctr_00952.wav
40,18,science,plural,past,The physicists who created the models that simulated the processes carefully analyzed the data.,14,nested_subject_b,954,ctr_00953,ctr_00953.wav
40,19,science,plural,past,The skilled physicists who created the models that simulated the processes analyzed the data.,14,nested_subject_c,955,ctr_00954,ctr_00954.wav
40,20,science,plural,past,The skilled physicists who created the models that simulated the processes carefully analyzed the data.,15,nested_subject_d,956,ctr_00955,ctr_00955.wav
41,1,science,plural,present,The robots process data.,4,baseline_a,961,ctr_00960,ctr_00960.wav
41,2,science,plural,present,The robots quickly process data.,5,baseline_b,962,ctr_00961,ctr_00961.wav
41,3,science,plural,present,The efficient robots process data.,5,baseline_c,963,ctr_00962,ctr_00962.wav
41,4,science,plural,present,The efficient robots quickly process data.,6,baseline_d,964,ctr_00963,ctr_00963.wav
41,5,science,plural,present,The robots in the lab process data.,7,control_a,965,ctr_00964,ctr_00964.wav
41,6,science,plural,present,The robots in the lab quickly process data.,8,control_b,966,ctr_00965,ctr_00965.wav
41,7,science,plural,present,The efficient robots in the lab process data.,8,control_c,967,ctr_00966,ctr_00966.wav
41,8,science,plural,present,The efficient robots in the lab quickly process data.,9,control_d,968,ctr_00967,ctr_00967.wav
41,9,science,plural,present,The robots that run smoothly process data.,7,standard_subject_a,969,ctr_00968,ctr_00968.wav
41,10,science,plural,present,The robots that run smoothly quickly process data.,8,standard_subject_b,970,ctr_00969,ctr_00969.wav
41,11,science,plural,present,The efficient robots that run smoothly process data.,8,standard_subject_c,971,ctr_00970,ctr_00970.wav
41,12,science,plural,present,The efficient robots that run smoothly quickly process data.,9,standard_subject_d,972,ctr_00971,ctr_00971.wav
41,13,science,plural,present,The robots that the engineers designed process data.,8,standard_object_a,973,ctr_00972,ctr_00972.wav
41,14,science,plural,present,The robots that the engineers designed quickly process data.,9,standard_object_b,974,ctr_00973,ctr_00973.wav
41,15,science,plural,present,The efficient robots that the engineers designed process data.,9,standard_object_c,975,ctr_00974,ctr_00974.wav
41,16,science,plural,present,The efficient robots that the engineers designed quickly process data.,10,standard_object_d,976,ctr_00975,ctr_00975.wav
41,17,science,plural,present,The robots that compute the codes that are encrypted process data.,11,nested_subject_a,977,ctr_00976,ctr_00976.wav
41,18,science,plural,present,The robots that compute the codes that are encrypted quickly process data.,12,nested_subject_b,978,ctr_00977,ctr_00977.wav
41,19,science,plural,present,The efficient robots that compute the codes that are encrypted process data.,12,nested_subject_c,979,ctr_00978,ctr_00978.wav
41,20,science,plural,present,The efficient robots that compute the codes that are encrypted quickly process data.,13,nested_subject_d,980,ctr_00979,ctr_00979.wav
42,1,science,singular,past,The engineer designed the circuit.,5,baseline_a,985,ctr_00984,ctr_00984.wav
42,2,science,singular,past,The engineer carefully designed the circuit.,7,baseline_b,986,ctr_00985,ctr_00985.wav
42,3,science,singular,past,The experienced engineer designed the circuit.,6,baseline_c,987,ctr_00986,ctr_00986.wav
42,4,science,singular,past,The experienced engineer carefully designed the circuit.,7,baseline_d,988,ctr_00987,ctr_00987.wav
42,5,science,singular,past,The engineer in the lab designed the circuit.,8,control_a,989,ctr_00988,ctr_00988.wav
42,6,science,singular,past,The engineer in the lab carefully designed the circuit.,9,control_b,990,ctr_00989,ctr_00989.wav
42,7,science,singular,past,The experienced engineer in the lab designed the circuit.,9,control_c,991,ctr_00990,ctr_00990.wav
42,8,science,singular,past,The experienced engineer in the lab carefully designed the circuit.,10,control_d,992,ctr_00991,ctr_00991.wav
42,9,science,singular,past,The engineer who studied physics designed the circuit.,8,standard_subject_a,993,ctr_00992,ctr_00992.wav
42,10,science,singular,past,The engineer who studied physics carefully designed the circuit.,9,standard_subject_b,994,ctr_00993,ctr_00993.wav
42,11,science,singular,past,The experienced engineer who studied physics designed the circuit.,9,standard_subject_c,995,ctr_00994,ctr_00994.wav
42,12,science,singular,past,The experienced engineer who studied physics carefully designed the circuit.,10,standard_subject_d,996,ctr_00995,ctr_00995.wav
42,13,science,singular,past,The engineer who the manager hired designed the circuit.,9,standard_object_a,997,ctr_00996,ctr_00996.wav
42,14,science,singular,past,The engineer who the manager hired carefully designed the circuit.,10,standard_object_b,998,ctr_00997,ctr_00997.wav
42,15,science,singular,past,The experienced engineer who the manager hired designed the circuit.,10,standard_object_c,999,ctr_00998,ctr_00998.wav
42,16,science,singular,past,The experienced engineer who the manager hired carefully designed the circuit.,11,standard_object_d,1000,ctr_00999,ctr_00999.wav
42,17,science,singular,past,The engineer who read the manual that explained the process designed the circuit.,13,nested_subject_a,1001,ctr_01000,ctr_01000.wav
42,18,science,singular,past,The engineer who read the manual that explained the process carefully designed the circuit.,14,nested_subject_b,1002,ctr_01001,ctr_01001.wav
42,19,science,singular,past,The experienced engineer who read the manual that explained the process designed the circuit.,14,nested_subject_c,1003,ctr_01002,ctr_01002.wav
42,20,science,singular,past,The experienced engineer who read the manual that explained the process carefully designed the circuit.,15,nested_subject_d,1004,ctr_01003,ctr_01003.wav
43,1,science,singular,present,The scientist uses the microscope.,5,baseline_a,1009,ctr_01008,ctr_01008.wav
43,2,science,singular,present,The scientist carefully uses the microscope.,6,baseline_b,1010,ctr_01009,ctr_01009.wav
43,3,science,singular,present,The experienced scientist uses the microscope.,6,baseline_c,1011,ctr_01010,ctr_01010.wav
43,4,science,singular,present,The experienced scientist carefully uses the microscope.,7,baseline_d,1012,ctr_01011,ctr_01011.wav
43,5,science,singular,present,The scientist in the lab uses the microscope.,8,control_a,1013,ctr_01012,ctr_01012.wav
43,6,science,singular,present,The scientist in the lab carefully uses the microscope.,9,control_b,1014,ctr_01013,ctr_01013.wav
43,7,science,singular,present,The experienced scientist in the lab uses the microscope.,9,control_c,1015,ctr_01014,ctr_01014.wav
43,8,science,singular,present,The experienced scientist in the lab carefully uses the microscope.,10,control_d,1016,ctr_01015,ctr_01015.wav
43,9,science,singular,present,The scientist who studied biology uses the microscope.,8,standard_subject_a,1017,ctr_01016,ctr_01016.wav
43,10,science,singular,present,The scientist who studied biology carefully uses the microscope.,9,standard_subject_b,1018,ctr_01017,ctr_01017.wav
43,11,science,singular,present,The experienced scientist who studied biology uses the microscope.,9,standard_subject_c,1019,ctr_01018,ctr_01018.wav
43,12,science,singular,present,The experienced scientist who studied biology carefully uses the microscope.,10,standard_subject_d,1020,ctr_01019,ctr_01019.wav
43,13,science,singular,present,The scientist who the engineer assisted uses the microscope.,9,standard_object_a,1021,ctr_01020,ctr_01020.wav
43,14,science,singular,present,The scientist who the engineer assisted carefully uses the microscope.,10,standard_object_b,1022,ctr_01021,ctr_01021.wav
43,15,science,singular,present,The experienced scientist who the engineer assisted uses the microscope.,10,standard_object_c,1023,ctr_01022,ctr_01022.wav
43,16,science,singular,present,The experienced scientist who the engineer assisted carefully uses the microscope.,11,standard_object_d,1024,ctr_01023,ctr_01023.wav
43,17,science,singular,present,The scientist who analyzed the data that was from the satellite uses the microscope.,14,nested_subject_a,1025,ctr_01024,ctr_01024.wav
43,18,science,singular,present,The scientist who analyzed the data that was from the satellite carefully uses the microscope.,15,nested_subject_b,1026,ctr_01025,ctr_01025.wav
43,19,science,singular,present,The experienced scientist who analyzed the data that was from the satellite uses the microscope.,15,nested_subject_c,1027,ctr_01026,ctr_01026.wav
43,20,science,singular,present,The experienced scientist who analyzed the data that was from the satellite carefully uses the microscope.,16,nested_subject_d,1028,ctr_01027,ctr_01027.wav
44,1,shopping,plural,past,The store owners bought old products.,6,baseline_a,1033,ctr_01032,ctr_01032.wav
44,2,shopping,plural,past,The store owners reluctantly bought old products.,7,baseline_b,1034,ctr_01033,ctr_01033.wav
44,3,shopping,plural,past,The skilled store owners bought old products.,7,baseline_c,1035,ctr_01034,ctr_01034.wav
44,4,shopping,plural,past,The skilled store owners reluctantly bought old products.,8,baseline_d,1036,ctr_01035,ctr_01035.wav
44,5,shopping,plural,past,The store owners in the market bought old products.,9,control_a,1037,ctr_01036,ctr_01036.wav
44,6,shopping,plural,past,The store owners in the market reluctantly bought old products.,10,control_b,1038,ctr_01037,ctr_01037.wav
44,7,shopping,plural,past,The skilled store owners in the market bought old products.,10,control_c,1039,ctr_01038,ctr_01038.wav
44,8,shopping,plural,past,The skilled store owners in the market reluctantly bought old products.,11,control_d,1040,ctr_01039,ctr_01039.wav
44,9,shopping,plural,past,The store owners who worked long hours bought old products.,10,standard_subject_a,1041,ctr_01040,ctr_01040.wav
44,10,shopping,plural,past,The store owners who worked long hours reluctantly bought old products.,11,standard_subject_b,1042,ctr_01041,ctr_01041.wav
44,11,shopping,plural,past,The skilled store owners who worked long hours bought old products.,11,standard_subject_c,1043,ctr_01042,ctr_01042.wav
44,12,shopping,plural,past,The skilled store owners who worked long hours reluctantly bought old products.,12,standard_subject_d,1044,ctr_01043,ctr_01043.wav
44,13,shopping,plural,past,The store owners who the suppliers trusted bought old products.,10,standard_object_a,1045,ctr_01044,ctr_01044.wav
44,14,shopping,plural,past,The store owners who the suppliers trusted reluctantly bought old products.,11,standard_object_b,1046,ctr_01045,ctr_01045.wav
44,15,shopping,plural,past,The skilled store owners who the suppliers trusted bought old products.,11,standard_object_c,1047,ctr_01046,ctr_01046.wav
44,16,shopping,plural,past,The skilled store owners who the suppliers trusted reluctantly bought old products.,12,standard_object_d,1048,ctr_01047,ctr_01047.wav
44,17,shopping,plural,past,The store owners who reviewed the prices that were on the lists bought old products.,15,nested_subject_a,1049,ctr_01048,ctr_01048.wav
44,18,shopping,plural,past,The store owners who reviewed the prices that were on the lists reluctantly bought old products.,16,nested_subject_b,1050,ctr_01049,ctr_01049.wav
44,19,shopping,plural,past,The skilled store owners who reviewed the prices that were on the lists bought old products.,16,nested_subject_c,1051,ctr_01050,ctr_01050.wav
44,20,shopping,plural,past,The skilled store owners who reviewed the prices that were on the lists reluctantly bought old products.,17,nested_subject_d,1052,ctr_01051,ctr_01051.wav
45,1,shopping,plural,past,The cashiers gave great deals.,6,baseline_a,1057,ctr_01056,ctr_01056.wav
45,2,shopping,plural,past,The cashiers enthusiastically gave great deals.,7,baseline_b,1058,ctr_01057,ctr_01057.wav
45,3,shopping,plural,past,The trustworthy cashiers gave great deals.,7,baseline_c,1059,ctr_01058,ctr_01058.wav
45,4,shopping,plural,past,The trustworthy cashiers enthusiastically gave great deals.,8,baseline_d,1060,ctr_01059,ctr_01059.wav
45,5,shopping,plural,past,The cashiers in the stores gave great deals.,9,control_a,1061,ctr_01060,ctr_01060.wav
45,6,shopping,plural,past,The cashiers in the stores enthusiastically gave great deals.,10,control_b,1062,ctr_01061,ctr_01061.wav
45,7,shopping,plural,past,The trustworthy cashiers in the stores gave great deals.,10,control_c,1063,ctr_01062,ctr_01062.wav
45,8,shopping,plural,past,The trustworthy cashiers in the stores enthusiastically gave great deals.,11,control_d,1064,ctr_01063,ctr_01063.wav
45,9,shopping,plural,past,The cashiers who price items carefully gave great deals.,10,standard_subject_a,1065,ctr_01064,ctr_01064.wav
45,10,shopping,plural,past,The cashiers who price items carefully enthusiastically gave great deals.,11,standard_subject_b,1066,ctr_01065,ctr_01065.wav
45,11,shopping,plural,past,The trustworthy cashiers who price items carefully gave great deals.,11,standard_subject_c,1067,ctr_01066,ctr_01066.wav
45,12,shopping,plural,past,The trustworthy cashiers who price items carefully enthusiastically gave great deals.,12,standard_subject_d,1068,ctr_01067,ctr_01067.wav
45,13,shopping,plural,past,The cashiers who the managers supervise gave great deals.,10,standard_object_a,1069,ctr_01068,ctr_01068.wav
45,14,shopping,plural,past,The cashiers who the managers supervise enthusiastically gave great deals.,11,standard_object_b,1070,ctr_01069,ctr_01069.wav
45,15,shopping,plural,past,The trustworthy cashiers who the managers supervise gave great deals.,11,standard_object_c,1071,ctr_01070,ctr_01070.wav
45,16,shopping,plural,past,The trustworthy cashiers who the managers supervise enthusiastically gave great deals.,12,standard_object_d,1072,ctr_01071,ctr_01071.wav
45,17,shopping,plural,past,The cashiers who met customers who bought fruit gave great deals.,11,nested_subject_a,1073,ctr_01072,ctr_01072.wav
45,18,shopping,plural,past,The cashiers who met customers who bought fruit enthusiastically gave great deals.,12,nested_subject_b,1074,ctr_01073,ctr_01073.wav
45,19,shopping,plural,past,The trustworthy cashiers who met customers who bought fruit gave great deals.,12,nested_subject_c,1075,ctr_01074,ctr_01074.wav
45,20,shopping,plural,past,The trustworthy cashiers who met customers who bought fruit enthusiastically gave great deals.,13,nested_subject_d,1076,ctr_01075,ctr_01075.wav
46,1,shopping,singular,past,The shopkeeper sold an old watch.,6,baseline_a,1081,ctr_01080,ctr_01080.wav
46,2,shopping,singular,past,The shopkeeper quickly sold an old watch.,7,baseline_b,1082,ctr_01081,ctr_01081.wav
46,3,shopping,singular,past,The busy shopkeeper sold an old watch.,7,baseline_c,1083,ctr_01082,ctr_01082.wav
46,4,shopping,singular,past,The busy shopkeeper quickly sold an old watch.,8,baseline_d,1084,ctr_01083,ctr_01083.wav
46,5,shopping,singular,past,The shopkeeper in the corner sold an old watch.,9,control_a,1085,ctr_01084,ctr_01084.wav
46,6,shopping,singular,past,The shopkeeper in the corner quickly sold an old watch.,10,control_b,1086,ctr_01085,ctr_01085.wav
46,7,shopping,singular,past,The busy shopkeeper in the corner sold an old watch.,10,control_c,1087,ctr_01086,ctr_01086.wav
46,8,shopping,singular,past,The busy shopkeeper in the corner quickly sold an old watch.,11,control_d,1088,ctr_01087,ctr_01087.wav
46,9,shopping,singular,past,The shopkeeper who woke early sold an old watch.,9,standard_subject_a,1089,ctr_01088,ctr_01088.wav
46,10,shopping,singular,past,The shopkeeper who woke early quickly sold an old watch.,10,standard_subject_b,1090,ctr_01089,ctr_01089.wav
46,11,shopping,singular,past,The busy shopkeeper who woke early sold an old watch.,10,standard_subject_c,1091,ctr_01090,ctr_01090.wav
46,12,shopping,singular,past,The busy shopkeeper who woke early quickly sold an old watch.,11,standard_subject_d,1092,ctr_01091,ctr_01091.wav
46,13,shopping,singular,past,The shopkeeper who the child liked sold an old watch.,10,standard_object_a,1093,ctr_01092,ctr_01092.wav
46,14,shopping,singular,past,The shopkeeper who the child liked quickly sold an old watch.,11,standard_object_b,1094,ctr_01093,ctr_01093.wav
46,15,shopping,singular,past,The busy shopkeeper who the child liked sold an old watch.,11,standard_object_c,1095,ctr_01094,ctr_01094.wav
46,16,shopping,singular,past,The busy shopkeeper who the child liked quickly sold an old watch.,12,standard_object_d,1096,ctr_01095,ctr_01095.wav
46,17,shopping,singular,past,The shopkeeper who found the bag that had been lost sold an old watch.,14,nested_subject_a,1097,ctr_01096,ctr_01096.wav
46,18,shopping,singular,past,The shopkeeper who found the bag that had been lost quickly sold an old watch.,15,nested_subject_b,1098,ctr_01097,ctr_01097.wav
46,19,shopping,singular,past,The busy shopkeeper who found the bag that had been lost sold an old watch.,15,nested_subject_c,1099,ctr_01098,ctr_01098.wav
46,20,shopping,singular,past,The busy shopkeeper who found the bag that had been lost quickly sold an old watch.,16,nested_subject_d,1100,ctr_01099,ctr_01099.wav
47,1,shopping,singular,present,The woman checks the price.,5,baseline_a,1105,ctr_01104,ctr_01104.wav
47,2,shopping,singular,present,The woman quickly checks the price.,6,baseline_b,1106,ctr_01105,ctr_01105.wav
47,3,shopping,singular,present,The old woman checks the price.,6,baseline_c,1107,ctr_01106,ctr_01106.wav
47,4,shopping,singular,present,The old woman quickly checks the price.,7,baseline_d,1108,ctr_01107,ctr_01107.wav
47,5,shopping,singular,present,The woman in the store checks the price.,8,control_a,1109,ctr_01108,ctr_01108.wav
47,6,shopping,singular,present,The woman in the store quickly checks the price.,9,control_b,1110,ctr_01109,ctr_01109.wav
