tense,dataset,theme,num_words,structure,audio_filename,sentence_id,numerosity,sentence
present,controlled,sport,9,control_c,ctrl_00587.wav,ctrl_00587,plural,Skilled players in the field quickly shoot the ball.
present,controlled,sport,7,standard_subject,ctrl_00588.wav,ctrl_00588,plural,Athletes who train daily throw the ball.
present,controlled,sport,8,standard_subject_a,ctrl_00589.wav,ctrl_00589,plural,Athletes who train daily quickly launch the sphere.
present,controlled,sport,8,standard_subject_b,ctrl_00590.wav,ctrl_00590,plural,Expert athletes who train daily shoot the ball.
present,controlled,sport,9,standard_subject_c,ctrl_00591.wav,ctrl_00591,plural,Skilled athletes who exercise daily rapidly shoot the ball.
present,controlled,sport,7,standard_object,ctrl_00592.wav,ctrl_00592,plural,Athletes that spectators see throw the sphere.
present,controlled,sport,8,standard_object_a,ctrl_00593.wav,ctrl_00593,plural,Players that spectators watch quickly shoot the ball.
present,controlled,sport,8,standard_object_b,ctrl_00594.wav,ctrl_00594,plural,Adept players that spectators observe shoot the orb.
present,controlled,sport,9,standard_object_c,ctrl_00595.wav,ctrl_00595,plural,Skilled players that viewers view swiftly launch the ball.
present,controlled,sport,12,nested,ctrl_00596.wav,ctrl_00596,plural,Athletes who practice in the court that coaches reserve shoot the ball.
present,controlled,sport,13,nested_a,ctrl_00597.wav,ctrl_00597,plural,Athletes who train in the court that instructors book swiftly shoot the ball.
present,controlled,sport,13,nested_b,ctrl_00598.wav,ctrl_00598,plural,Expert athletes who practice in the court that coaches reserve shoot the ball.
present,controlled,sport,14,nested_c,ctrl_00599.wav,ctrl_00599,plural,Skilled athletes who practice in the court that trainers reserve quickly shoot the ball.
past,controlled,food,5,baseline,ctrl_00600.wav,ctrl_00600,plural,The kids ate the apple.
past,controlled,food,6,baseline_a,ctrl_00601.wav,ctrl_00601,plural,The children quickly ate the apple.
past,controlled,food,6,baseline_b,ctrl_00602.wav,ctrl_00602,plural,The hungry children consumed the apple.
past,controlled,food,7,baseline_c,ctrl_00603.wav,ctrl_00603,plural,The hungry kids quickly ate the apple.
past,controlled,food,8,control,ctrl_00604.wav,ctrl_00604,plural,The children in the kitchen ate the fruit.
past,controlled,food,9,control_a,ctrl_00605.wav,ctrl_00605,plural,The children in the kitchen swiftly ate the apple.
past,controlled,food,9,control_b,ctrl_00606.wav,ctrl_00606,plural,The starving children in the cookhouse ate the fruit.
past,controlled,food,10,control_c,ctrl_00607.wav,ctrl_00607,plural,The hungry kids in the kitchen quickly ate the apple.
past,controlled,food,8,standard_subject,ctrl_00608.wav,ctrl_00608,plural,The children who played outside ate the apple.
past,controlled,food,9,standard_subject_a,ctrl_00609.wav,ctrl_00609,plural,The kids who engaged outside swiftly ate the apple.
past,controlled,food,9,standard_subject_b,ctrl_00610.wav,ctrl_00610,plural,The hungry kids who played outside ate the apple.
past,controlled,food,10,standard_subject_c,ctrl_00611.wav,ctrl_00611,plural,The hungry children who played outside quickly ate the fruit.
past,controlled,food,8,standard_object,ctrl_00612.wav,ctrl_00612,plural,The kids that found the apple ate it.
past,controlled,food,9,standard_object_a,ctrl_00613.wav,ctrl_00613,plural,The children that located the apple swiftly ate it.
past,controlled,food,9,standard_object_b,ctrl_00614.wav,ctrl_00614,plural,The famished kids that found the apple ate it.
past,controlled,food,10,standard_object_c,ctrl_00615.wav,ctrl_00615,plural,The starving kids that found the apple rapidly consumed it.
past,controlled,food,14,nested,ctrl_00616.wav,ctrl_00616,plural,The children who saw the jar that was on the table ate the apple.
past,controlled,food,15,nested_a,ctrl_00617.wav,ctrl_00617,plural,The kids who viewed the jar that was on the table quickly ate the apple.
past,controlled,food,15,nested_b,ctrl_00618.wav,ctrl_00618,plural,The starving children who noticed the jar that was on the table devoured the fruit.
past,controlled,food,16,nested_c,ctrl_00619.wav,ctrl_00619,plural,The hungry kids who noticed the container that was on the table swiftly consumed the apple.
present,controlled,work,5,baseline,ctrl_00620.wav,ctrl_00620,singular,The teacher describes the class.
present,controlled,work,6,baseline_a,ctrl_00621.wav,ctrl_00621,singular,The instructor explicitly clarifies the class.
present,controlled,work,6,baseline_b,ctrl_00622.wav,ctrl_00622,singular,The dedicated teacher explains the lesson.
present,controlled,work,7,baseline_c,ctrl_00623.wav,ctrl_00623,singular,The committed instructor clearly explains the lesson.
present,controlled,work,8,control,ctrl_00624.wav,ctrl_00624,singular,The teacher in the classroom describes the lecture.
present,controlled,work,9,control_a,ctrl_00625.wav,ctrl_00625,singular,The educator in the schoolroom clearly explains the lesson.
present,controlled,work,9,control_b,ctrl_00626.wav,ctrl_00626,singular,The dedicated instructor in the classroom explains the lesson.
present,controlled,work,10,control_c,ctrl_00627.wav,ctrl_00627,singular,The committed educator in the classroom clearly clarifies the lesson.
present,controlled,work,8,standard_subject,ctrl_00628.wav,ctrl_00628,singular,The educator who prepares carefully explains the lesson.
present,controlled,work,9,standard_subject_a,ctrl_00629.wav,ctrl_00629,singular,The educator who plans carefully clearly clarifies the instruction.
present,controlled,work,9,standard_subject_b,ctrl_00630.wav,ctrl_00630,singular,The committed educator who prepares diligently elucidates the class.
present,controlled,work,10,standard_subject_c,ctrl_00631.wav,ctrl_00631,singular,The dedicated educator who prepares diligently clearly explains the lesson.
present,controlled,work,8,standard_object,ctrl_00632.wav,ctrl_00632,singular,The teacher that students admire explains the lecture.
present,controlled,work,9,standard_object_a,ctrl_00633.wav,ctrl_00633,singular,The teacher that students admire clearly clarifies the class.
present,controlled,work,9,standard_object_b,ctrl_00634.wav,ctrl_00634,singular,The committed teacher that students admire explains the lecture.
present,controlled,work,10,standard_object_c,ctrl_00635.wav,ctrl_00635,singular,The committed teacher that students respect clearly explains the instruction.
present,controlled,work,12,nested,ctrl_00636.wav,ctrl_00636,singular,The teacher who reviews the content that is difficult elucidates the instruction.
present,controlled,work,13,nested_a,ctrl_00637.wav,ctrl_00637,singular,The teacher who reviews the material that is difficult clearly clarifies the lesson.
present,controlled,work,13,nested_b,ctrl_00638.wav,ctrl_00638,singular,The dedicated instructor who examines the content that is challenging explains the class.
present,controlled,work,14,nested_c,ctrl_00639.wav,ctrl_00639,singular,The dedicated instructor who assesses the content that is difficult clearly explains the lesson.
present,controlled,art,4,baseline,ctrl_00640.wav,ctrl_00640,plural,Artists execute the tune.
present,controlled,art,5,baseline_a,ctrl_00641.wav,ctrl_00641,plural,Artists passionately perform the song.
present,controlled,art,5,baseline_b,ctrl_00642.wav,ctrl_00642,plural,Talented musicians play the melody.
present,controlled,art,6,baseline_c,ctrl_00643.wav,ctrl_00643,plural,Gifted instrumentalists passionately perform the harmony.
present,controlled,art,7,control,ctrl_00644.wav,ctrl_00644,plural,Performers in the ensemble play the tune.
present,controlled,art,8,control_a,ctrl_00645.wav,ctrl_00645,plural,Musicians in the orchestra fervently play the melody.
present,controlled,art,8,control_b,ctrl_00646.wav,ctrl_00646,plural,Skilled performers in the ensemble execute the melody.
present,controlled,art,9,control_c,ctrl_00647.wav,ctrl_00647,plural,Skilled performers in the orchestra fervently play the tune.
present,controlled,art,7,standard_subject,ctrl_00648.wav,ctrl_00648,plural,Artists who rehearse regularly play the melody.
present,controlled,art,8,standard_subject_a,ctrl_00649.wav,ctrl_00649,plural,Performers who rehearse regularly passionately perform the melody.
present,controlled,art,8,standard_subject_b,ctrl_00650.wav,ctrl_00650,plural,Gifted performers who rehearse daily play the melody.
present,controlled,art,9,standard_subject_c,ctrl_00651.wav,ctrl_00651,plural,Talented performers who practice habitually intensely perform the melody.
present,controlled,art,7,standard_object,ctrl_00652.wav,ctrl_00652,plural,Artists that audiences adore perform the tune.
present,controlled,art,8,standard_object_a,ctrl_00653.wav,ctrl_00653,plural,Performers that viewers adore passionately play the melody.
present,controlled,art,8,standard_object_b,ctrl_00654.wav,ctrl_00654,plural,Talented musicians that spectators adore play the tune.
present,controlled,art,9,standard_object_c,ctrl_00655.wav,ctrl_00655,plural,Talented performers that listeners cherish intensely play the harmony.
present,controlled,art,13,nested,ctrl_00656.wav,ctrl_00656,plural,Performers who execute the symphony that was created last year perform the melody.
present,controlled,art,14,nested_a,ctrl_00657.wav,ctrl_00657,plural,Performers who perform the symphony that was written last year ardently play the melody.
present,controlled,art,14,nested_b,ctrl_00658.wav,ctrl_00658,plural,Talented artists who execute the symphony that was written last year play the song.
present,controlled,art,15,nested_c,ctrl_00659.wav,ctrl_00659,plural,Talented artists who present the symphony that was composed last year intensely execute the melody.
past,controlled,basic,5,baseline,ctrl_00660.wav,ctrl_00660,plural,The students completed the exam.
past,controlled,basic,6,baseline_a,ctrl_00661.wav,ctrl_00661,plural,The pupils promptly concluded the exam.
past,controlled,basic,6,baseline_b,ctrl_00662.wav,ctrl_00662,plural,The hardworking students completed the exam.
past,controlled,basic,7,baseline_c,ctrl_00663.wav,ctrl_00663,plural,The hardworking students quickly finished the exam.
past,controlled,basic,8,control,ctrl_00664.wav,ctrl_00664,plural,The students in the library finished the exam.
past,controlled,basic,9,control_a,ctrl_00665.wav,ctrl_00665,plural,The pupils in the library rapidly finished the exam.
past,controlled,basic,9,control_b,ctrl_00666.wav,ctrl_00666,plural,The diligent students in the library finished the exam.
past,controlled,basic,10,control_c,ctrl_00667.wav,ctrl_00667,plural,The industrious students in the library promptly completed the exam.
past,controlled,basic,8,standard_subject,ctrl_00668.wav,ctrl_00668,plural,The pupils who studied hard completed the test.
past,controlled,basic,9,standard_subject_a,ctrl_00669.wav,ctrl_00669,plural,The learners who reviewed hard swiftly finished the exam.
past,controlled,basic,9,standard_subject_b,ctrl_00670.wav,ctrl_00670,plural,The hardworking pupils who studied hard finished the exam.
past,controlled,basic,10,standard_subject_c,ctrl_00671.wav,ctrl_00671,plural,The hardworking learners who examined hard quickly finished the assessment.
past,controlled,basic,8,standard_object,ctrl_00672.wav,ctrl_00672,plural,The pupils that everyone respected concluded the exam.
past,controlled,basic,9,standard_object_a,ctrl_00673.wav,ctrl_00673,plural,The students that everyone admired quickly completed the exam.
past,controlled,basic,9,standard_object_b,ctrl_00674.wav,ctrl_00674,plural,The hardworking students that everyone admired completed the exam.
past,controlled,basic,10,standard_object_c,ctrl_00675.wav,ctrl_00675,plural,The diligent students that everyone respected quickly finished the test.
past,controlled,basic,13,nested,ctrl_00676.wav,ctrl_00676,plural,The learners who learned from the instructor that taught well completed the exam.
past,controlled,basic,14,nested_a,ctrl_00677.wav,ctrl_00677,plural,The learners who learned from the tutor that instructed well quickly finished the test.
past,controlled,basic,14,nested_b,ctrl_00678.wav,ctrl_00678,plural,The diligent students who learned from the tutor that taught well finished the exam.
past,controlled,basic,15,nested_c,ctrl_00679.wav,ctrl_00679,plural,The hardworking pupils who learned from the mentor that taught well quickly completed the exam.
past,controlled,science,4,baseline,ctrl_00680.wav,ctrl_00680,singular,The robot completes jobs.
past,controlled,science,5,baseline_a,ctrl_00681.wav,ctrl_00681,singular,The robot competently performs duties.
past,controlled,science,5,baseline_b,ctrl_00682.wav,ctrl_00682,singular,The advanced automaton carries duties.
past,controlled,science,6,baseline_c,ctrl_00683.wav,ctrl_00683,singular,The modern robot efficiently performs tasks.
past,controlled,science,7,control,ctrl_00684.wav,ctrl_00684,singular,The robot in the lab performs duties.
past,controlled,science,8,control_a,ctrl_00685.wav,ctrl_00685,singular,The robot in the lab efficiently executes jobs.
past,controlled,science,8,control_b,ctrl_00686.wav,ctrl_00686,singular,The advanced android in the laboratory carries out tasks.
past,controlled,science,9,control_c,ctrl_00687.wav,ctrl_00687,singular,The sophisticated robot in the lab effectively performs duties.
past,controlled,science,7,standard_subject,ctrl_00688.wav,ctrl_00688,singular,The robot that researchers designed executes tasks.
past,controlled,science,8,standard_subject_a,ctrl_00689.wav,ctrl_00689,singular,The automaton that researchers created efficiently executes tasks.
past,controlled,science,8,standard_subject_b,ctrl_00690.wav,ctrl_00690,singular,The sophisticated robot that scientists designed performs tasks.
past,controlled,science,9,standard_subject_c,ctrl_00691.wav,ctrl_00691,singular,The sophisticated automaton that scientists crafted effectively performs tasks.
past,controlled,science,7,standard_object,ctrl_00692.wav,ctrl_00692,singular,The android which engineers manage executes tasks.
past,controlled,science,8,standard_object_a,ctrl_00693.wav,ctrl_00693,singular,The robot which engineers control efficiently performs tasks.
past,controlled,science,8,standard_object_b,ctrl_00694.wav,ctrl_00694,singular,The advanced robot which designers control performs tasks.
past,controlled,science,9,standard_object_c,ctrl_00695.wav,ctrl_00695,singular,The sophisticated android which engineers operate effectively accomplishes tasks.
past,controlled,science,11,nested,ctrl_00696.wav,ctrl_00696,singular,The robot that uses the software which experts developed executes tasks.
past,controlled,science,12,nested_a,ctrl_00697.wav,ctrl_00697,singular,The robot that uses the software which experts created efficiently performs tasks.
past,controlled,science,12,nested_b,ctrl_00698.wav,ctrl_00698,singular,The sophisticated automaton that uses the software which specialists developed performs duties.
past,controlled,science,13,nested_c,ctrl_00699.wav,ctrl_00699,singular,The state-of-the-art robot that uses the software which experts created effectively performs tasks.
past,controlled,housing,5,baseline,ctrl_00700.wav,ctrl_00700,singular,The homeowner repaired the leak.
past,controlled,housing,6,baseline_a,ctrl_00701.wav,ctrl_00701,singular,The homeowner swiftly repaired the leak.
past,controlled,housing,6,baseline_b,ctrl_00702.wav,ctrl_00702,singular,The diligent homeowner fixed the drip.
past,controlled,housing,7,baseline_c,ctrl_00703.wav,ctrl_00703,singular,The diligent homeowner rapidly repaired the leak.
past,controlled,housing,8,control,ctrl_00704.wav,ctrl_00704,singular,The proprietor with the tools fixed the leak.
past,controlled,housing,9,control_a,ctrl_00705.wav,ctrl_00705,singular,The homeowner with the implements promptly repaired the drip.
past,controlled,housing,9,control_b,ctrl_00706.wav,ctrl_00706,singular,The diligent householder with the tools fixed the drip.
past,controlled,housing,10,control_c,ctrl_00707.wav,ctrl_00707,singular,The hardworking homeowner with the tools quickly fixed the leak.
past,controlled,housing,9,standard_subject,ctrl_00708.wav,ctrl_00708,singular,The homeowner who noticed the problem fixed the leak.
past,controlled,housing,10,standard_subject_a,ctrl_00709.wav,ctrl_00709,singular,The homeowner who observed the problem quickly fixed the leak.
past,controlled,housing,10,standard_subject_b,ctrl_00710.wav,ctrl_00710,singular,The diligent homeowner who noticed the problem fixed the leak.
past,controlled,housing,11,standard_subject_c,ctrl_00711.wav,ctrl_00711,singular,The hardworking homeowner who observed the problem quickly repaired the leak.
past,controlled,housing,8,standard_object,ctrl_00712.wav,ctrl_00712,singular,The householder that everyone admired fixed the leak.
past,controlled,housing,9,standard_object_a,ctrl_00713.wav,ctrl_00713,singular,The householder that everyone respected effectively repaired the leak.
past,controlled,housing,9,standard_object_b,ctrl_00714.wav,ctrl_00714,singular,The hardworking homeowner that everyone esteemed repaired the leak.
past,controlled,housing,10,standard_object_c,ctrl_00715.wav,ctrl_00715,singular,The industrious homeowner that everyone admired efficiently repaired the leak.
past,controlled,housing,12,nested,ctrl_00716.wav,ctrl_00716,singular,The homeowner who acquired the piece that was essential repaired the leak.
past,controlled,housing,13,nested_a,ctrl_00717.wav,ctrl_00717,singular,The householder who bought the piece that was necessary effectively fixed the seepage.
past,controlled,housing,13,nested_b,ctrl_00718.wav,ctrl_00718,singular,The diligent homeowner who bought the part that was required mended the drip.
past,controlled,housing,14,nested_c,ctrl_00719.wav,ctrl_00719,singular,The diligent proprietor who bought the part that was required successfully fixed the drip.
past,controlled,work,5,baseline,ctrl_00720.wav,ctrl_00720,singular,The student wrote the essay.
past,controlled,work,6,baseline_a,ctrl_00721.wav,ctrl_00721,singular,The learner quickly composed the article.
past,controlled,work,6,baseline_b,ctrl_00722.wav,ctrl_00722,singular,The diligent student crafted the essay.
past,controlled,work,7,baseline_c,ctrl_00723.wav,ctrl_00723,singular,The diligent pupil swiftly crafted the composition.
past,controlled,work,8,control,ctrl_00724.wav,ctrl_00724,singular,The student in the library wrote the essay.
past,controlled,work,9,control_a,ctrl_00725.wav,ctrl_00725,singular,The scholar in the library swiftly composed the essay.
past,controlled,work,9,control_b,ctrl_00726.wav,ctrl_00726,singular,The hardworking student in the library composed the essay.
past,controlled,work,10,control_c,ctrl_00727.wav,ctrl_00727,singular,The diligent student in the library quickly composed the essay.
past,controlled,work,8,standard_subject,ctrl_00728.wav,ctrl_00728,singular,The student who liked composing wrote the essay.
past,controlled,work,9,standard_subject_a,ctrl_00729.wav,ctrl_00729,singular,The student who liked writing quickly wrote the essay.
past,controlled,work,9,standard_subject_b,ctrl_00730.wav,ctrl_00730,singular,The industrious pupil who liked composing wrote the essay.
past,controlled,work,10,standard_subject_c,ctrl_00731.wav,ctrl_00731,singular,The diligent pupil who liked writing quickly wrote the essay.
past,controlled,work,8,standard_object,ctrl_00732.wav,ctrl_00732,singular,The pupil that professors esteemed wrote the essay.
past,controlled,work,9,standard_object_a,ctrl_00733.wav,ctrl_00733,singular,The pupil that lecturers respected quickly composed the paper.
past,controlled,work,9,standard_object_b,ctrl_00734.wav,ctrl_00734,singular,The industrious student that professors admired wrote the essay.
past,controlled,work,10,standard_object_c,ctrl_00735.wav,ctrl_00735,singular,The hardworking student that lecturers admired quickly wrote the essay.
past,controlled,work,14,nested,ctrl_00736.wav,ctrl_00736,singular,The student who attended the class that was in the hall wrote the essay.
past,controlled,work,15,nested_a,ctrl_00737.wav,ctrl_00737,singular,The pupil who attended the course that was in the hall swiftly wrote the essay.
past,controlled,work,15,nested_b,ctrl_00738.wav,ctrl_00738,singular,The hardworking pupil who joined the class that was in the room composed the paper.
past,controlled,work,16,nested_c,ctrl_00739.wav,ctrl_00739,singular,The diligent student who visited the course that was in the hall rapidly drafted the article.
past,controlled,food,5,baseline,ctrl_00740.wav,ctrl_00740,singular,The culinary makes a meal.
past,controlled,food,6,baseline_a,ctrl_00741.wav,ctrl_00741,singular,The chef promptly makes a meal.
past,controlled,food,6,baseline_b,ctrl_00742.wav,ctrl_00742,singular,The skilled chef cooks a meal.
past,controlled,food,7,baseline_c,ctrl_00743.wav,ctrl_00743,singular,The talented chef swiftly cooks a meal.
past,controlled,food,8,control,ctrl_00744.wav,ctrl_00744,singular,The chef in the galley prepares a feast.
past,controlled,food,9,control_a,ctrl_00745.wav,ctrl_00745,singular,The cook in the kitchen swiftly prepares a meal.
past,controlled,food,9,control_b,ctrl_00746.wav,ctrl_00746,singular,The gifted cook in the kitchen makes a dish.
past,controlled,food,10,control_c,ctrl_00747.wav,ctrl_00747,singular,The skilled chef in the kitchen swiftly prepares a meal.
past,controlled,food,8,standard_subject,ctrl_00748.wav,ctrl_00748,singular,The chef who trained hard cooks a meal.
past,controlled,food,9,standard_subject_a,ctrl_00749.wav,ctrl_00749,singular,The chef who trained hard quickly prepares a meal.
past,controlled,food,9,standard_subject_b,ctrl_00750.wav,ctrl_00750,singular,The gifted cook who prepared hard cooks a meal.
past,controlled,food,10,standard_subject_c,ctrl_00751.wav,ctrl_00751,singular,The gifted chef who trained hard swiftly cooks a meal.
past,controlled,food,8,standard_object,ctrl_00752.wav,ctrl_00752,singular,The chef that critics respect prepares a meal.
past,controlled,food,9,standard_object_a,ctrl_00753.wav,ctrl_00753,singular,The cook that reviewers admire quickly cooks a meal.
past,controlled,food,9,standard_object_b,ctrl_00754.wav,ctrl_00754,singular,The skilled chef that critics admire creates a meal.
past,controlled,food,10,standard_object_c,ctrl_00755.wav,ctrl_00755,singular,The gifted chef that critics admire quickly prepares a meal.
past,controlled,food,12,nested,ctrl_00756.wav,ctrl_00756,singular,The chef who followed the recipe that was handwritten cooks a meal.
past,controlled,food,13,nested_a,ctrl_00757.wav,ctrl_00757,singular,The cook who followed the recipe that was handwritten quickly cooks a meal.
past,controlled,food,13,nested_b,ctrl_00758.wav,ctrl_00758,singular,The skilled cook who followed the recipe that was handwritten prepares a dish.
past,controlled,food,14,nested_c,ctrl_00759.wav,ctrl_00759,singular,The gifted chef who followed the recipe that was handwritten quickly cooks a meal.
past,controlled,health,5,baseline,ctrl_00760.wav,ctrl_00760,singular,The nurse inspects the injury.
past,controlled,health,6,baseline_a,ctrl_00761.wav,ctrl_00761,singular,The medic softly inspects the wound.
past,controlled,health,6,baseline_b,ctrl_00762.wav,ctrl_00762,singular,The observant caregiver examines the lesion.
past,controlled,health,7,baseline_c,ctrl_00763.wav,ctrl_00763,singular,The alert nurse gently inspects the injury.
past,controlled,health,8,control,ctrl_00764.wav,ctrl_00764,singular,The medic with the dressings inspects the injury.
past,controlled,health,9,control_a,ctrl_00765.wav,ctrl_00765,singular,The nurse with the bandages gently inspects the wound.
past,controlled,health,9,control_b,ctrl_00766.wav,ctrl_00766,singular,The watchful caretaker with the bandages examines the injury.
past,controlled,health,10,control_c,ctrl_00767.wav,ctrl_00767,singular,The attentive nurse with the bandages gently inspects the injury.
past,controlled,health,8,standard_subject,ctrl_00768.wav,ctrl_00768,singular,The nurse who finished swiftly checks the injury.
past,controlled,health,9,standard_subject_a,ctrl_00769.wav,ctrl_00769,singular,The nurse who completed swiftly gently inspects the wound.
past,controlled,health,9,standard_subject_b,ctrl_00770.wav,ctrl_00770,singular,The alert nurse who completed rapidly checks the injury.
past,controlled,health,10,standard_subject_c,ctrl_00771.wav,ctrl_00771,singular,The vigilant nurse who finished quickly gently checks the wound.
past,controlled,health,8,standard_object,ctrl_00772.wav,ctrl_00772,singular,The caretaker that patients trust checks the wound.
past,controlled,health,9,standard_object_a,ctrl_00773.wav,ctrl_00773,singular,The caretaker that clients rely gently inspects the wound.
past,controlled,health,9,standard_object_b,ctrl_00774.wav,ctrl_00774,singular,The alert nurse that patients trust checks the wound.
past,controlled,health,10,standard_object_c,ctrl_00775.wav,ctrl_00775,singular,The observant nurse that patients rely lightly examines the cut.
past,controlled,health,14,nested,ctrl_00776.wav,ctrl_00776,singular,The nurse who attended for the patient that was in pain examines the wound.
past,controlled,health,15,nested_a,ctrl_00777.wav,ctrl_00777,singular,The nurse who cared for the sufferer that was in discomfort gently examines the wound.
past,controlled,health,15,nested_b,ctrl_00778.wav,ctrl_00778,singular,The attentive nurse who cared for the case that was in pain checks the lesion.
past,controlled,health,16,nested_c,ctrl_00779.wav,ctrl_00779,singular,The alert nurse who cared for the patient that was in pain gently checks the wound.
present,controlled,nature,3,baseline,ctrl_00780.wav,ctrl_00780,plural,Trees give shade.
present,controlled,nature,4,baseline_a,ctrl_00781.wav,ctrl_00781,plural,Trees always provide shadow.
present,controlled,nature,4,baseline_b,ctrl_00782.wav,ctrl_00782,plural,Tall woods give shade.
present,controlled,nature,5,baseline_c,ctrl_00783.wav,ctrl_00783,plural,Tall trees always provide shadow.
present,controlled,nature,6,control,ctrl_00784.wav,ctrl_00784,plural,Trees in the forest provide shade.
present,controlled,nature,7,control_a,ctrl_00785.wav,ctrl_00785,plural,Trees in the woods always give shade.
present,controlled,nature,7,control_b,ctrl_00786.wav,ctrl_00786,plural,Tall plants in the forest provide shade.
present,controlled,nature,8,control_c,ctrl_00787.wav,ctrl_00787,plural,Tall trees in the woods always provide shade.
present,controlled,nature,6,standard_subject,ctrl_00788.wav,ctrl_00788,plural,Trees that expand quickly offer shade.
present,controlled,nature,7,standard_subject_a,ctrl_00789.wav,ctrl_00789,plural,Plants that grow quickly always give shade.
present,controlled,nature,7,standard_subject_b,ctrl_00790.wav,ctrl_00790,plural,High woods that grow quickly give shadow.
present,controlled,nature,8,standard_subject_c,ctrl_00791.wav,ctrl_00791,plural,Tall trees that grow quickly always give shade.
present,controlled,nature,6,standard_object,ctrl_00792.wav,ctrl_00792,plural,Trees that animals scale give shade.
present,controlled,nature,7,standard_object_a,ctrl_00793.wav,ctrl_00793,plural,Trees that animals ascend always offer shadow.
present,controlled,nature,7,standard_object_b,ctrl_00794.wav,ctrl_00794,plural,Tall woods that animals climb provide shade.
present,controlled,nature,8,standard_object_c,ctrl_00795.wav,ctrl_00795,plural,Tall trees that creatures climb always give shade.
present,controlled,nature,9,nested,ctrl_00796.wav,ctrl_00796,plural,Plants that provide leaves which are green give shade.
present,controlled,nature,10,nested_a,ctrl_00797.wav,ctrl_00797,plural,Trees that provide leaves which are green always give shade.
present,controlled,nature,10,nested_b,ctrl_00798.wav,ctrl_00798,plural,High plants that supply leaves which are green give shade.
present,controlled,nature,11,nested_c,ctrl_00799.wav,ctrl_00799,plural,High trees that offer leaves which are green always give shade.
present,controlled,weather,3,baseline,ctrl_00800.wav,ctrl_00800,plural,Leaves fall gently.
present,controlled,weather,4,baseline_a,ctrl_00801.wav,ctrl_00801,plural,Leaves always fall softly.
present,controlled,weather,4,baseline_b,ctrl_00802.wav,ctrl_00802,plural,Vibrant leaves fall gently.
present,controlled,weather,5,baseline_c,ctrl_00803.wav,ctrl_00803,plural,Bright leaves always descend mildly.
present,controlled,weather,6,control,ctrl_00804.wav,ctrl_00804,plural,Leaves on the trees descend softly.
present,controlled,weather,7,control_a,ctrl_00805.wav,ctrl_00805,plural,Leaves on the trees always fall softly.
present,controlled,weather,7,control_b,ctrl_00806.wav,ctrl_00806,plural,Bright leaves on the trees fall gently.
present,controlled,weather,8,control_c,ctrl_00807.wav,ctrl_00807,plural,Vibrant foliage on the woods always fall softly.
present,controlled,weather,6,standard_subject,ctrl_00808.wav,ctrl_00808,plural,Leaves that turn orange fall gently.
present,controlled,weather,7,standard_subject_a,ctrl_00809.wav,ctrl_00809,plural,Leaves that transform orange always descend softly.
present,controlled,weather,7,standard_subject_b,ctrl_00810.wav,ctrl_00810,plural,Colorful leaves that turn orange fall softly.
present,controlled,weather,8,standard_subject_c,ctrl_00811.wav,ctrl_00811,plural,Colorful leaves that turn orange always descend softly.
present,controlled,weather,6,standard_object,ctrl_00812.wav,ctrl_00812,plural,Leaves that autumn brings descend gently.
present,controlled,weather,7,standard_object_a,ctrl_00813.wav,ctrl_00813,plural,Leaves that autumn brings always fall softly.
present,controlled,weather,7,standard_object_b,ctrl_00814.wav,ctrl_00814,plural,Vibrant leaves that autumn brings descend softly.
present,controlled,weather,8,standard_object_c,ctrl_00815.wav,ctrl_00815,plural,Vivid foliage that autumn brings always fall lightly.
present,controlled,weather,11,nested,ctrl_00816.wav,ctrl_00816,plural,Leaves that blanket the earth that had dry soil fall gently.
present,controlled,weather,12,nested_a,ctrl_00817.wav,ctrl_00817,plural,Leaves that cover the ground that had dry soil always fall gently.
present,controlled,weather,12,nested_b,ctrl_00818.wav,ctrl_00818,plural,Vibrant foliage that cover the ground that had dry soil fall lightly.
present,controlled,weather,13,nested_c,ctrl_00819.wav,ctrl_00819,plural,Vivid foliage that blanket the ground that had arid soil always fall softly.
past,controlled,relationship,3,baseline,ctrl_00820.wav,ctrl_00820,plural,Siblings played outdoors.
past,controlled,relationship,4,baseline_a,ctrl_00821.wav,ctrl_00821,plural,Siblings joyfully played outside.
past,controlled,relationship,4,baseline_b,ctrl_00822.wav,ctrl_00822,plural,Young sisters played outside.
past,controlled,relationship,5,baseline_c,ctrl_00823.wav,ctrl_00823,plural,Young siblings happily frolicked outside.
past,controlled,relationship,6,control,ctrl_00824.wav,ctrl_00824,plural,Brothers in the park played outside.
past,controlled,relationship,7,control_a,ctrl_00825.wav,ctrl_00825,plural,Siblings in the park happily played outside.
past,controlled,relationship,7,control_b,ctrl_00826.wav,ctrl_00826,plural,Young sisters in the park frolicked outdoors.
past,controlled,relationship,8,control_c,ctrl_00827.wav,ctrl_00827,plural,Young sisters in the garden happily frolicked outside.
past,controlled,relationship,6,standard_subject,ctrl_00828.wav,ctrl_00828,plural,Sisters who love sports played outside.
past,controlled,relationship,7,standard_subject_a,ctrl_00829.wav,ctrl_00829,plural,Brothers who enjoy sports joyfully played outside.
past,controlled,relationship,7,standard_subject_b,ctrl_00830.wav,ctrl_00830,plural,Young siblings who love sports played outside.
past,controlled,relationship,8,standard_subject_c,ctrl_00831.wav,ctrl_00831,plural,Young siblings who love sports happily played outside.
past,controlled,relationship,6,standard_object,ctrl_00832.wav,ctrl_00832,plural,Siblings that you watched played outside.
