level_0,index,theme,type,structure,numer,tense,polarity,sentence,num_words,validity_huge_issue
38889,38889,nature,declarative,preposition,singular,future,negative,The lake by the campsite will not freeze over,9,correct
25944,25944,food,declarative,dependent,plural,present,negative,Those snacks in your bag aren't healthy choices for dinner,10,correct
39659,39659,science,imperative,simple,plural,future,negative,Avoid using outdated technology in your projects tomorrow,8,correct
15135,15135,science,interrogative,simple,singular,present,negative,Can you not solve that physics problem alone?,8,correct
27815,27815,weather,interrogative,preposition,plural,past,negative,Weren't monsoons along the coastline less intense than predicted?,9,correct
40770,40770,humanity,declarative,preposition,singular,present,negative,The painting on the wall is not by a famous artist,11,correct
19132,19132,health,declarative,dependent,singular,past,negative,The symptoms didn’t disappear despite the lifestyle changes made,9,correct
40389,40389,nature,declarative,preposition,singular,present,negative,This plant in my garden doesn't bloom in winter,9,correct
9946,9946,transport,declarative,simple,plural,past,negative,Ferries weren't departing due to the weather conditions,8,correct
14333,14333,relationship,interrogative,simple,plural,past,negative,Did the family not watch movies together last night?,9,correct
28722,28722,nature,interrogative,simple,plural,future,negative,Will mountains not remain untouched by human activity?,8,correct
11953,11953,transport,declarative,independent,singular,past,negative,The ferry had not left because the weather was unpredictable,10,correct
14103,14103,nature,imperative,dependent,plural,present,negative,Avoid watering the plants that do not show new growth,10,correct
1351,1351,nature,declarative,dependent,singular,future,negative,A cactus will not need water if it rains soon,10,correct
7791,7791,housing,declarative,simple,singular,future,negative,Her bookshelf will not hold so many heavy books securely,10,correct
19331,19331,sport,interrogative,preposition,plural,present,negative,Don't the fans in the stadium cheer during every match?,10,correct
25761,25761,humanity,declarative,simple,singular,future,negative,His brother will not travel to historical sites,8,correct
27557,27557,sport,declarative,simple,plural,present,negative,Sports stores don't typically sell out of equipment quickly,9,correct
2084,2084,emotion,imperative,simple,plural,present,negative,Do not pretend you aren't feeling joyful today,8,correct
18096,18096,shopping,declarative,preposition,singular,past,negative,Her favorite magazine was not available at the kiosk today,10,correct
20820,20820,food,interrogative,simple,plural,present,negative,Are all veggies not good for breakfast?,7,correct
34082,34082,relationship,imperative,simple,singular,future,negative,She will not be attending the family dinner,8,correct
7242,7242,nature,declarative,dependent,plural,past,negative,Trees had not grown well because they received little rain,10,correct
26764,26764,relationship,declarative,preposition,singular,past,negative,The girl did not sit near her mother on the sofa,11,correct
3968,3968,relationship,imperative,preposition,singular,future,negative,Ask the friend from school not to visit today,9,correct
9054,9054,nature,interrogative,independent,singular,past,negative,Was the canyon not vast or was it hidden from your view?,12,correct
31354,31354,health,declarative,dependent,plural,past,negative,Those activities were not found to be as relaxing as promised,11,correct
6118,6118,humanity,imperative,simple,plural,future,negative,Architects ought not disregard environmental impacts in future designs,9,correct
25567,25567,transport,imperative,simple,singular,present,negative,Don't rush through airport security,5,correct
24036,24036,health,imperative,independent,singular,past,negative,She didn't feel peace when her meditation wasn't successful,9,correct
6716,6716,humanity,declarative,preposition,plural,future,negative,Citizens of different regions will not practice the same traditions,10,correct
3969,3969,relationship,imperative,preposition,singular,future,negative,Love won't grow amid lies inside a relationship,8,correct
21010,21010,shopping,interrogative,simple,plural,present,negative,Are the printers not working correctly?,6,correct
32994,32994,work,declarative,independent,singular,past,negative,He wasn't prepared for the test when it started unexpectedly early,11,correct
18191,18191,transport,declarative,dependent,singular,present,negative,My luggage isn't suitable for the flight that leaves today,10,correct
29358,29358,basic,imperative,simple,plural,future,negative,Make sure not to forget to reply promptly,8,correct
35126,35126,basic,imperative,preposition,plural,future,negative,They must not go through the gate without the passes,10,correct
9088,9088,housing,interrogative,dependent,singular,past,negative,Didn't the tenant whose contract ended move out yesterday?,9,correct
28358,28358,food,declarative,simple,singular,past,negative,My pasta wasn't delicious at all,6,correct
14261,14261,work,interrogative,dependent,singular,past,negative,Was the job that you loved not available anymore?,9,correct
9616,9616,shopping,interrogative,preposition,singular,past,negative,Wasn't his favorite brand missing on the shelves yesterday?,9,correct
27385,27385,emotion,declarative,simple,plural,present,negative,"Deep down, emotions don't hide",5,correct
32075,32075,transport,interrogative,simple,plural,past,negative,Didn't those tours offer better services last season?,8,correct
38594,38594,work,imperative,independent,singular,present,negative,The employee will not get a raise if he is late frequently,12,correct
14755,14755,science,imperative,simple,singular,past,negative,The system error hadn't been fixed during the update cycle,10,correct
34748,34748,work,declarative,simple,singular,past,negative,The project deadline wasn't met by him,7,correct
34741,34741,work,declarative,simple,singular,past,negative,He wasn't satisfied with the job offer,7,correct
36327,36327,art,imperative,dependent,plural,present,negative,Do not take photos where the lighting is bad,9,correct
22993,22993,relationship,imperative,preposition,plural,past,negative,Don't trust rumors among your group of friends ever again,10,correct
16844,16844,relationship,interrogative,dependent,singular,present,negative,Doesn't the teacher see that my son isn't ready to leave school?,12,correct
773,773,basic,imperative,simple,singular,past,negative,Do not let her think she heard the news first,10,correct
37424,37424,food,declarative,dependent,singular,past,negative,There wasn't any bread in the basket where I looked,10,correct
8831,8831,sport,declarative,dependent,singular,past,negative,The swimmer hadn't noticed the time when he finished his race,11,correct
27057,27057,relationship,interrogative,dependent,plural,past,negative,Were their classmates not aware of the exam they had to take?,12,correct
10833,10833,health,declarative,simple,singular,present,negative,The dentist is not accepting new patients today,8,correct
6821,6821,emotion,declarative,simple,singular,present,negative,Her mood is not cheerful,5,correct
27550,27550,sport,declarative,simple,plural,present,negative,Her friends aren't joining the cycling event,7,correct
36103,36103,shopping,declarative,preposition,plural,future,negative,The gadgets on the shelf won't be available,8,correct
20686,20686,emotion,imperative,simple,plural,future,negative,Their hearts will not feel sorrow endlessly,7,correct
18242,18242,basic,interrogative,simple,plural,future,negative,Will friends not be joining us for dinner tonight?,9,correct
10130,10130,housing,imperative,simple,plural,present,negative,You shouldn't neglect those broken cupboard handles anymore,8,correct
36066,36066,sport,declarative,preposition,singular,past,negative,The coach hadn't called anyone from the reserve list,9,correct
19845,19845,art,imperative,preposition,singular,past,negative,Don't place that painting near the window with glaring light,10,correct
6268,6268,weather,imperative,dependent,singular,future,negative,Do not drive if visibility will not improve soon,9,correct
31860,31860,science,interrogative,simple,plural,present,negative,Are the computers not working today?,6,correct
32213,32213,health,declarative,preposition,plural,future,negative,My injuries will not heal properly without adequate rest over time,11,correct
4095,4095,transport,interrogative,simple,plural,future,negative,Will travelers not witness scenic views on this route?,9,correct
40400,40400,transport,interrogative,preposition,singular,past,negative,Wasn't the ticket for the train to the city expensive?,10,correct
24677,24677,food,interrogative,independent,singular,present,negative,Won't the cake bake properly if there's no butter added?,10,correct
32047,32047,transport,interrogative,preposition,singular,present,negative,Isn't a hotel by the beach more expensive this season?,10,correct
41226,41226,science,interrogative,preposition,singular,past,negative,Was the robot in the lab not operating this morning?,10,correct
20904,20904,relationship,imperative,dependent,singular,present,negative,You cannot ignore the parent whose advice isn't helpful,9,correct
11823,11823,nature,imperative,preposition,plural,past,negative,Never take pictures of birds during their flight south,9,correct
34924,34924,food,declarative,independent,plural,past,negative,"Kids weren't eating broccoli, but they tried the carrots",9,correct
19205,19205,sport,imperative,preposition,singular,present,negative,You should not train outside on the wet grass,9,correct
35766,35766,emotion,declarative,independent,plural,future,negative,Parents won't be worried when they see happy smiles,9,correct
35429,35429,sport,imperative,simple,singular,future,negative,Do not expect a quick victory on tournament day,9,correct
19202,19202,sport,imperative,preposition,singular,present,negative,You must not kick the ball under the chair,9,correct
23773,23773,humanity,imperative,simple,singular,past,negative,This photograph never captured the essence of war accurately,9,correct
2214,2214,sport,declarative,preposition,plural,present,negative,Competitors for this tournament do not use unfair tactics,9,correct
8749,8749,sport,interrogative,dependent,plural,past,negative,Weren't the fans who watched the match cheering loudly?,9,correct
11774,11774,shopping,interrogative,independent,plural,past,negative,Did the buyers not make any complaints while they stood in line?,12,correct
12007,12007,emotion,interrogative,independent,singular,future,negative,"Won't he understand his feelings for you, or will he remain confused?",12,correct
23761,23761,humanity,imperative,simple,singular,past,negative,You did not interpret the text correctly,7,correct
18015,18015,transport,interrogative,dependent,plural,present,negative,Are train tickets that allow pets not valid during peak hours?,11,correct
26520,26520,shopping,imperative,dependent,plural,present,negative,Do not buy products that are overpriced when compared to others,11,correct
14863,14863,sport,imperative,dependent,plural,future,negative,Avoid the drills that will not challenge their capabilities,9,correct
22860,22860,weather,declarative,dependent,singular,future,negative,It won't rain until the clouds gather overhead,8,correct
22885,22885,relationship,imperative,simple,singular,past,negative,She never used to criticize her dad like that,9,correct
11080,11080,work,declarative,preposition,singular,past,negative,She did not go to work in the afternoon,9,correct
40591,40591,weather,declarative,independent,singular,future,negative,"She will not go outside, for it will storm all day",11,correct
18780,18780,shopping,interrogative,dependent,singular,past,negative,Wasn't there a shop that didn't open until noon?,9,correct
4772,4772,work,interrogative,preposition,singular,past,negative,Hasn't your team member shown up in the office this week?,11,correct
29804,29804,nature,declarative,simple,plural,present,negative,Flowers aren't blooming in winter,5,correct
39221,39221,sport,declarative,independent,plural,future,negative,Teams will not compete because they aren't ready yet,9,correct
10991,10991,work,declarative,preposition,singular,future,negative,The assistant will not organize files without guidance from her boss,11,correct
31151,31151,health,interrogative,preposition,singular,past,negative,Didn't the patient remember to take his medicine on time?,10,correct
2123,2123,shopping,interrogative,independent,plural,future,negative,"Are catalogues not helpful, and won't they improve the shopping experience?",11,correct
17848,17848,housing,declarative,independent,plural,present,negative,These rugs do not fit because they are too large,10,correct
17830,17830,housing,interrogative,preposition,plural,past,negative,Were those chairs around the dining table not used often?,10,correct
39968,39968,relationship,interrogative,preposition,plural,future,negative,Aren't the teachers in those schools planning extra classes soon?,10,correct
19655,19655,shopping,declarative,simple,singular,future,negative,The card machine will not work here,7,correct
14487,14487,housing,imperative,dependent,plural,future,negative,You should not paint the rooms without selecting the colors first,11,correct
7510,7510,relationship,interrogative,preposition,plural,present,negative,Do those family members not share dishes at dinner together?,10,correct
4352,4352,emotion,declarative,dependent,singular,past,negative,She never cried when they watched the sad movie together,10,correct
8555,8555,basic,declarative,dependent,plural,future,negative,Many people won't enjoy the play that sounds boring,9,correct
2874,2874,science,interrogative,dependent,plural,present,negative,Are those particles in the collider not behaving as predicted?,10,correct
35413,35413,transport,interrogative,dependent,singular,past,negative,Was the route they suggested not safer than the main one?,11,correct
33155,33155,humanity,interrogative,dependent,singular,future,negative,Shouldn't the journalist who doesn't report facts seek another job?,10,correct
33901,33901,transport,imperative,simple,singular,future,negative,The car won't start in this cold weather,8,correct
31295,31295,sport,declarative,independent,plural,present,negative,Fans aren't attending matches because tickets are too expensive,9,correct
17390,17390,science,imperative,simple,singular,future,negative,His experiment won't succeed without the right materials,8,correct
8594,8594,humanity,declarative,dependent,singular,present,negative,His philosophy doesn't apply to modern life,7,correct
22121,22121,nature,interrogative,simple,plural,past,negative,Were the birds not singing in the early morning light?,10,correct
34127,34127,humanity,declarative,independent,plural,present,negative,"Writers aren't publishing this week, for they aren't finished editing yet",11,correct
18550,18550,science,declarative,preposition,singular,past,negative,The method for this equation did not seem correct,9,correct
5745,5745,science,interrogative,simple,singular,past,negative,Was her laptop not compatible before?,6,correct
38138,38138,science,imperative,preposition,plural,present,negative,You must not use headphones while driving any of the vehicles,11,correct
42306,42306,emotion,declarative,preposition,singular,future,negative,Sadness will not linger after the storm outside,8,correct
31960,31960,sport,declarative,preposition,singular,present,negative,The gym near my house doesn't offer yoga classes,9,correct
40508,40508,sport,imperative,simple,plural,future,negative,Never assume those players won't improve their skills,8,correct
40550,40550,nature,declarative,simple,plural,future,negative,The lakes will not appear blue at night,8,correct
27161,27161,emotion,interrogative,preposition,plural,past,negative,Were the players not nervous during the final match?,9,correct
7978,7978,nature,imperative,independent,plural,future,negative,The leaves will not change color for it is still summer,11,correct
10184,10184,relationship,imperative,simple,plural,future,negative,Siblings mustn't fight over trivial matters in the future,9,correct
2009,2009,transport,imperative,simple,singular,past,negative,The ferry wasn't available after the storm passed,8,correct
13155,13155,nature,interrogative,simple,singular,present,negative,Isn't the cliff too steep to climb?,7,correct
6172,6172,food,interrogative,dependent,plural,present,negative,Are the smoothies we made together not cold anymore?,9,correct
24807,24807,humanity,interrogative,simple,plural,past,negative,Were the students not informed about the lecture?,8,correct
4588,4588,science,imperative,dependent,plural,present,negative,You mustn't save files before the automatic backup is complete,10,correct
14421,14421,sport,declarative,independent,singular,past,negative,"Her team didn't win the match, nor did they qualify",10,correct
38391,38391,housing,imperative,dependent,plural,present,negative,Avoid setting up bookshelves where the wall isn't stable,9,correct
4193,4193,food,imperative,independent,plural,present,negative,Do not drink that juice while you eat this meal,10,correct
10752,10752,humanity,interrogative,preposition,plural,present,negative,Are lectures about world religions not scheduled for this morning?,10,correct
16096,16096,basic,interrogative,preposition,plural,future,negative,Aren’t both shoes under the bed going to be cleaned soon?,11,correct
40551,40551,nature,declarative,simple,plural,future,negative,Forests will not recover without conservation efforts,7,correct
4191,4191,food,imperative,independent,plural,present,negative,Do not mix ingredients where the sauce hasn't been added,10,correct
31299,31299,sport,declarative,independent,plural,present,negative,Basketball players don't practice outside if it’s windy,8,correct
30896,30896,work,interrogative,dependent,singular,present,negative,Doesn't every job applicant who isn’t prepared fail interviews?,9,correct
2308,2308,sport,interrogative,simple,plural,past,negative,Were the volunteers not helpful at the event?,8,correct
3193,3193,art,interrogative,dependent,plural,present,negative,Are the galleries downtown not offering free tours this weekend?,10,correct
25568,25568,transport,imperative,simple,singular,present,negative,Never leave your luggage behind,5,correct
24958,24958,transport,imperative,preposition,plural,future,negative,Will you not travel around the mountain before sunrise?,9,correct
14877,14877,sport,imperative,dependent,plural,future,negative,You will not achieve goals with techniques that lack precision,10,correct
40123,40123,work,declarative,preposition,plural,future,negative,Team members at the company won't be working overtime,9,correct
33459,33459,nature,interrogative,dependent,plural,future,negative,Will the winds that you feel here not lessen tomorrow?,10,correct
5068,5068,transport,imperative,dependent,plural,future,negative,You shouldn't ride bicycles that aren't in good condition,9,correct
31943,31943,relationship,declarative,dependent,plural,present,negative,The children at school don't enjoy subjects they find difficult,10,correct
42319,42319,emotion,declarative,preposition,singular,future,negative,Your words in the letter will not upset me now,10,correct
39767,39767,relationship,declarative,preposition,plural,past,negative,Their grandparents did not come to the wedding,8,correct
20054,20054,work,interrogative,preposition,singular,future,negative,Won't the class on Monday be moved to a different building?,11,correct
38666,38666,basic,interrogative,independent,singular,future,negative,"Will she not attend the party tonight, but will attend tomorrow?",11,correct
24940,24940,transport,imperative,preposition,plural,future,negative,Do not walk on the platform during the delay,9,correct
27049,27049,relationship,interrogative,dependent,plural,past,negative,Were our neighbors not invited to the barbecue that we hosted?,11,correct
34374,34374,shopping,declarative,simple,plural,past,negative,Some items didn’t arrive in time for the sale,9,correct
22863,22863,weather,declarative,dependent,singular,future,negative,The temperature won't fall unless the sun sets soon,9,correct
10067,10067,emotion,declarative,independent,plural,present,negative,Artists do not seem tired but their inspiration isn't gone,10,correct
40766,40766,humanity,declarative,preposition,singular,present,negative,A lecture about medieval studies is not scheduled for tomorrow,10,correct
8345,8345,nature,interrogative,independent,singular,present,negative,Could a desert not be hot while offering no shade or water?,12,correct
6665,6665,shopping,imperative,simple,singular,past,negative,You weren't supposed to find cheaper deals there,8,correct
24531,24531,weather,interrogative,preposition,singular,past,negative,Wasn't the air crisp and clear at dawn near the lake?,11,correct
19082,19082,work,interrogative,simple,singular,future,negative,Is the manager not coming to the meeting?,8,correct
19204,19204,sport,imperative,preposition,singular,present,negative,Don't pass the ball towards the right side of the court,11,correct
19286,19286,weather,imperative,preposition,plural,past,negative,They never built the shelter before the tornado threat,9,correct
37116,37116,weather,declarative,preposition,singular,past,negative,The weather at the beach had not been stormy yesterday,10,correct
42068,42068,health,declarative,independent,singular,present,negative,There is no pain when the medication isn't needed,9,correct
18769,18769,emotion,imperative,independent,singular,future,negative,Will you not smile today while sadness leaves tomorrow?,9,correct
32757,32757,sport,interrogative,dependent,singular,past,negative,Had no one who participated actually followed the training program properly?,11,correct
18299,18299,transport,interrogative,independent,singular,past,negative,"Wasn't the travel agency open, or was it not in business anymore?",12,correct
19096,19096,work,interrogative,simple,singular,future,negative,Is the equipment not arriving on Friday?,7,correct
10643,10643,humanity,imperative,dependent,singular,present,negative,Don’t watch movies which lack meaningful representation of cultures,9,correct
33161,33161,sport,declarative,simple,singular,past,negative,I wasn't interested in the football match last night,9,correct
6854,6854,work,declarative,independent,plural,past,negative,Engineers did not test adequately nor did they simulate conditions,10,correct
6994,6994,work,interrogative,independent,plural,future,negative,Will graduates not receive their diplomas or must they wait longer?,11,correct
8822,8822,sport,declarative,dependent,singular,past,negative,The athlete wasn't sure if she had passed the finish line,11,correct
29213,29213,relationship,declarative,simple,plural,present,negative,Few relatives are interested in the family history,8,correct
4867,4867,housing,imperative,preposition,singular,future,negative,Please don't store the tools in the shed for a week,11,correct
42185,42185,work,declarative,preposition,plural,present,negative,Computers in schools do not always work properly,8,correct
22206,22206,food,declarative,preposition,singular,present,negative,My breakfast with eggs is not ready yet,8,correct
37435,37435,food,declarative,dependent,singular,past,negative,The chef didn't use the spices that were in the cupboard,11,correct
7898,7898,relationship,declarative,dependent,plural,past,negative,Our classmates weren't aware of the event held last week,10,correct
3440,3440,housing,imperative,simple,singular,past,negative,Don't forget the walls were never painted properly,8,correct
41329,41329,housing,imperative,dependent,singular,present,negative,Please don't let any rug get dirty in that room,10,correct
41932,41932,humanity,declarative,preposition,singular,future,negative,The group in the meeting won't agree on that proposal,10,correct
25954,25954,food,declarative,dependent,plural,present,negative,Those diets on the internet aren't reliable for everyone,9,correct
31081,31081,humanity,imperative,preposition,singular,future,negative,You will not speak against the government in public places,10,correct
643,643,transport,declarative,simple,singular,past,negative,The bus wasn't on time for the meeting,8,correct
6846,6846,work,declarative,independent,plural,past,negative,Employees did not work while their internet was down,9,correct
11032,11032,shopping,imperative,dependent,plural,past,negative,You didn't need products which you hadn't tried before,9,correct
34329,34329,nature,declarative,preposition,plural,present,negative,The plants on the windowsill are not wilting right now,10,correct
15823,15823,nature,declarative,independent,plural,present,negative,"Mountains do not change, yet their shadows are not the same",11,correct
2170,2170,work,interrogative,preposition,plural,past,negative,Were the files in that drawer not updated over the weekend?,11,correct
36797,36797,shopping,declarative,simple,singular,past,negative,His wallet didn't contain enough cash for the purchase,9,correct
24917,24917,housing,interrogative,independent,plural,present,negative,Don't carpets ever get replaced when they are worn out?,10,correct
18407,18407,science,imperative,preposition,plural,past,negative,You haven't completed the circuits under the supervision of those engineers,11,correct
5007,5007,science,interrogative,preposition,singular,present,negative,Does the cloud storage on my tablet not hold more data?,11,correct
20477,20477,science,interrogative,independent,singular,past,negative,Did the calculations not match while he was verifying them?,10,correct
14175,14175,weather,interrogative,preposition,plural,present,negative,Are there no snowflakes on rooftops across this quiet village today?,11,correct
34133,34133,humanity,declarative,independent,plural,present,negative,"Traditions are not changing quickly, yet cultural norms constantly evolve slightly",11,correct
19892,19892,housing,interrogative,dependent,singular,future,negative,Won't the room that he plans to paint be ready by Sunday?,12,correct
33531,33531,weather,declarative,preposition,singular,future,negative,No clouds will gather in the clear sky above us,10,correct
22961,22961,art,declarative,preposition,plural,future,negative,Books on that shelf will not inspire many writers tomorrow,10,correct
30695,30695,transport,imperative,simple,plural,future,negative,The vehicles will not stop at every small village,9,correct
27398,27398,emotion,declarative,simple,plural,present,negative,Their cautious ways don't help their friendships now,8,correct
7784,7784,housing,declarative,simple,singular,future,negative,Her cat will not scratch the new furniture anymore,9,correct
39331,39331,work,interrogative,dependent,plural,future,negative,Will those who do not adapt to new technology not fall behind?,12,correct
19333,19333,sport,interrogative,preposition,plural,present,negative,Are the rules for this game not clear to everyone?,10,correct
20936,20936,transport,declarative,preposition,plural,future,negative,Airplanes above the clouds won't be visible from here,9,correct
39925,39925,work,interrogative,simple,plural,future,negative,Are the interns not going to receive any feedback soon?,10,correct
37098,37098,weather,declarative,preposition,singular,present,negative,The sky over the forest is not clear before a hurricane,11,correct
17832,17832,housing,interrogative,preposition,plural,past,negative,Were their desks in the offices never painted white?,9,correct
37522,37522,food,imperative,preposition,plural,past,negative,Don't cook meals without the spices from the cabinet,9,correct
20974,20974,housing,imperative,preposition,singular,present,negative,Do not stack boxes in front of the window,9,correct
28435,28435,art,declarative,simple,singular,present,negative,She doesn’t write about personal experiences,6,correct
13799,13799,shopping,declarative,dependent,plural,future,negative,The new services won't please everyone who tries them,9,correct
4622,4622,health,declarative,dependent,singular,future,negative,She won't continue smoking because it damages her lungs,9,correct
40858,40858,sport,interrogative,independent,singular,present,negative,Does a player play hard because winning is not easy?,10,correct
17822,17822,housing,interrogative,preposition,plural,past,negative,Have the windows of our bedrooms not been replaced?,9,correct
34307,34307,work,imperative,simple,plural,present,negative,Do not overlook these important details,6,correct
9049,9049,nature,interrogative,independent,singular,past,negative,Was the lake not frozen while you were walking by?,10,correct
10631,10631,science,interrogative,independent,plural,present,negative,Will their sensors not detect objects if they are malfunctioning inside?,11,correct
42266,42266,weather,interrogative,dependent,singular,future,negative,Shouldn't the river dry when the rain doesn't return soon?,10,correct
10816,10816,basic,declarative,independent,singular,past,negative,I didn't invite him because I lost his number,9,correct
27771,27771,food,imperative,independent,singular,present,negative,You must not overeat or your stomach will hurt,9,correct
37102,37102,weather,declarative,preposition,singular,past,negative,She did not enjoy the atmosphere after the storm,9,correct
13413,13413,basic,interrogative,preposition,plural,present,negative,Do these cups on the shelf not belong to your grandparents?,11,correct
38744,38744,humanity,imperative,dependent,plural,future,negative,Communities shouldn't adopt traditions if they will not persist,9,correct
42263,42263,weather,interrogative,dependent,singular,future,negative,Can't the day stay warm until summer refuses to end?,10,correct
27549,27549,sport,declarative,simple,plural,present,negative,Fitness clubs don't stay open on holidays,7,correct
12036,12036,health,declarative,simple,plural,future,negative,Exercises won't be avoided because of minor injuries anymore,9,correct
24495,24495,science,imperative,preposition,singular,present,negative,Do not modify the code without prior approval from the lead,11,correct
31469,31469,food,declarative,dependent,plural,past,negative,Their lunches were not nutritious back then,7,correct
31955,31955,relationship,declarative,dependent,plural,present,negative,Our teachers don't teach topics they haven't prepared for well,10,correct
9372,9372,shopping,imperative,preposition,singular,future,negative,The price tag will not be visible on this dress later,11,correct
15994,15994,health,imperative,dependent,plural,past,negative,Their stomachs weren't satisfied after trying the meal you suggested,10,correct
24670,24670,food,interrogative,independent,singular,present,negative,Isn't red wine unhealthy for her if she drinks it daily?,11,correct
2313,2313,sport,interrogative,simple,plural,past,negative,Did the gym members not meet their fitness goals last month?,11,correct
351,351,food,imperative,dependent,plural,future,negative,Avoid trying drinks if they won't help your digestion,9,correct
19212,19212,sport,imperative,preposition,singular,present,negative,Please do not stretch on the cold floor without a mat,11,correct
1506,1506,art,imperative,simple,plural,future,negative,Refrain from drawing everything thinly next time,7,correct
2130,2130,shopping,interrogative,independent,plural,future,negative,Aren't refunds impossible if the store will not change its policy?,11,correct
14256,14256,basic,imperative,preposition,plural,present,negative,Never place hot items on the wooden table in that room,11,correct
21240,21240,housing,interrogative,simple,singular,future,negative,Will she not clean the attic tomorrow?,7,correct
26065,26065,food,declarative,simple,plural,past,negative,Our meals were not seasoned properly last night,8,correct
24879,24879,housing,interrogative,dependent,plural,present,negative,Is there a reason why the plants aren't thriving indoors?,10,correct
30740,30740,science,interrogative,dependent,singular,present,negative,Is the smartphone that you have not functioning properly?,9,correct
40870,40870,humanity,declarative,dependent,singular,future,negative,This artist will not create something that breaks conventions,9,correct
20956,20956,humanity,declarative,preposition,plural,present,negative,Museums by the river do not open early in the morning,11,correct
20907,20907,relationship,imperative,dependent,singular,present,negative,Forget about the cousin who doesn't visit when invited,9,correct
26753,26753,weather,interrogative,independent,plural,future,negative,Will future climates not moderate temperatures if seas do not warm up?,12,correct
34156,34156,shopping,imperative,independent,singular,present,negative,Don't test this product because it is not allowed here,10,correct
1654,1654,humanity,interrogative,simple,singular,future,negative,Will folklore not survive the modernity of our future societies?,10,correct
17521,17521,work,imperative,preposition,plural,future,negative,You should not write essays without checking your notes tonight,10,correct
10994,10994,work,declarative,preposition,singular,future,negative,The supervisor will not approve leave during critical project phases,10,correct
26840,26840,nature,declarative,dependent,plural,future,negative,Birds will not build nests where there are no trees,10,correct
38409,38409,science,declarative,dependent,plural,future,negative,My phones won't last the whole day when the batteries are low,12,correct
23937,23937,housing,interrogative,independent,singular,past,negative,Was the water heater not fixed when you called for repairs?,11,correct
28804,28804,weather,declarative,independent,plural,past,negative,The birds had not migrated while the skies were clear,10,correct
25372,25372,relationship,declarative,preposition,singular,present,negative,A friend from my class doesn't know you well,9,correct
31479,31479,food,declarative,dependent,plural,past,negative,The children hadn't tried any of the new dishes,9,correct
36287,36287,science,imperative,independent,plural,future,negative,The robots won't complete tasks if they are not programmed soon,11,correct
8347,8347,nature,interrogative,independent,singular,present,negative,Is the ocean not deep where the water is the darkest blue?,12,correct
40027,40027,science,interrogative,preposition,plural,present,negative,Do the batteries in your remote not last long enough?,10,correct
31211,31211,work,interrogative,independent,singular,present,negative,Is the concept not clear when the professor explains it slowly?,11,correct
29351,29351,basic,imperative,simple,plural,future,negative,Do not refuse help when offered,6,correct
18823,18823,transport,declarative,preposition,singular,present,negative,This car does not run on electricity,7,correct
14769,14769,emotion,imperative,preposition,plural,future,negative,Make sure you are not caught in despair about the past,11,correct
21000,21000,shopping,interrogative,simple,plural,present,negative,Are these bags not on sale today?,7,correct
41523,41523,shopping,declarative,preposition,plural,present,negative,Our friends at the mall aren't buying anything,8,correct
6767,6767,relationship,imperative,preposition,singular,present,negative,Never argue with your sister in front of guests,9,correct
36395,36395,housing,declarative,preposition,plural,present,negative,The locks on the doors aren't very reliable,8,correct
17387,17387,science,imperative,simple,singular,future,negative,The TV will not display any signal tonight,8,correct
18900,18900,sport,interrogative,dependent,plural,future,negative,Will the teams that are playing not compete tomorrow?,9,correct
26460,26460,transport,declarative,dependent,singular,future,negative,I will not drive because the car is not ready,10,correct
34643,34643,work,imperative,preposition,plural,present,negative,Students should not talk during the lectures at university,9,correct
40180,40180,science,declarative,independent,singular,past,negative,"The computer was not working, but it had powered on",10,correct
37423,37423,food,declarative,dependent,singular,past,negative,The child didn't like the meal I cooked yesterday,9,correct
14045,14045,humanity,imperative,independent,singular,present,negative,Do not assume art is easy since it's not simple,10,correct
8832,8832,sport,declarative,dependent,singular,past,negative,The crowd didn't support the team which had been losing continuously,11,correct
15192,15192,food,interrogative,preposition,singular,past,negative,Did your drink from the fridge not taste right to you?,11,correct
25964,25964,art,declarative,dependent,singular,past,negative,We didn't find the photograph that she described to me,10,correct
19481,19481,housing,imperative,simple,plural,past,negative,They weren't supposed to paint the walls yesterday,8,correct
13670,13670,sport,imperative,dependent,plural,past,negative,Don't stop running as the people who swam last week didn't complain,12,correct
29777,29777,shopping,interrogative,simple,singular,past,negative,Didn't you find any good deals during that sale?,9,correct
20461,20461,science,interrogative,independent,singular,past,negative,Was a solution not found while the computer was running?,10,correct
17677,17677,science,declarative,simple,singular,present,negative,This test isn't conclusive,4,correct
14782,14782,health,imperative,independent,singular,future,negative,Avoid late nights if you will not manage stress well,10,correct
3965,3965,relationship,imperative,preposition,singular,future,negative,She shouldn't skip dinner with family on weekends,8,correct
34655,34655,work,imperative,preposition,plural,present,negative,Don't set important documents next to the printer,8,correct
5441,5441,basic,interrogative,preposition,singular,present,negative,Is the coffee in the kitchen not for everyone?,9,correct
10046,10046,weather,imperative,dependent,singular,present,negative,Don't venture out while the heat remains unbearable,8,correct
11974,11974,weather,interrogative,dependent,plural,future,negative,Might the flowers blooming in April not look as vibrant this year?,12,correct
20453,20453,health,imperative,dependent,singular,future,negative,Avoid assuming regular exercise won't benefit how you'll feel mentally,10,correct
23654,23654,weather,imperative,simple,plural,present,negative,Don't anticipate sunny mornings tomorrow,5,correct
21767,21767,shopping,imperative,simple,singular,present,negative,This store doesn't open early,5,correct
